BANK,IFSC,MICR,BRANCH,ADDRESS,CONTACT,CITY,DISTRICT,STATE
"THE KANGRA CENTRAL COOPERATIVE BANK LIMITED",KACE0000220,NA,DAGOH,"BO DAGOH VPO DAGOH TEHSIL JAISINGHPUR DISTT KANGRA HP-176076",9418336685,JAISINGHPUR,KANGRA,"HIMACHAL PRADESH"
"THE KANGRA CENTRAL COOPERATIVE BANK LIMITED",KACE0000219,NA,JALAG,"BO JALAG VPO JALAG TEHSIL JAISINGHPUR DISTT KANGRA HP-176094",9418458577,JAISINGHPUR,KANGRA,"HIMACHAL PRADESH"
"THE KANGRA CENTRAL COOPERATIVE BANK LIMITED",KACE0000218,NA,RULHED,"BO RULHED VPO RULHED TEHSIL SHAHPUR DISTT KANGRA HP 176206",8894503116,SHAHPUR,KANGRA,"HIMACHAL PRADESH"
"THE KANGRA CENTRAL COOPERATIVE BANK LIMITED",KACE0000217,NA,PUBOWAL,"BO PUBOWAL VPO PUBOWAL TEHSIL HAROLI DISTT UNA HP 174503",0,UNA,UNA,"HIMACHAL PRADESH"
"THE KANGRA CENTRAL COOPERATIVE BANK LIMITED",KACE0000216,NA,BROW,"VILLAGE BROW POST OFFICE RAMPUR TEHSIL NIRMAND DISTT KULLU HP",9418170404,NIRMAND,KULU,"HIMACHAL PRADESH"
"THE KANGRA CENTRAL COOPERATIVE BANK LIMITED",KACE0000215,NA,SALOL,"BO SALOL VPO SALOL TEHSIL AND DISTT. KANGRA HP PIN-176214",9418077140,KANGRA,KANGRA,"HIMACHAL PRADESH"
"THE KANGRA CENTRAL COOPERATIVE BANK LIMITED",KACE0000214,NA,PADHIARKHAR,"VILLAGE DHRAMAN PO SUNGAL TEHSIL PALAMPUR DISTT KANGRA HP PIN-176061",9418156024,PALAMPUR,KANGRA,"HIMACHAL PRADESH"
"THE KANGRA CENTRAL COOPERATIVE BANK LIMITED",KACE0000213,NA,GARSA,"BO GARSA TEHSIL BHUNTAE DISTT KULLU HP PIN-175125",272207,GADSA,KULU,"HIMACHAL PRADESH"
"THE KANGRA CENTRAL COOPERATIVE BANK LIMITED",KACE0000212,NA,GUSHANI,"BO GUSHANI VPO GUSHANI TEHSIL BANJAR DISTT KULLU HP PIN-175123",228429,GUSHAINI,KULU,"HIMACHAL PRADESH"
"THE KANGRA CENTRAL COOPERATIVE BANK LIMITED",KACE0000211,NA,"BHUTTI-LAG VALLEY","BO BHUTTI(LAG VALLEY) VPO BHUTTI TEHSIL ADND DISTT KULLU HP PIN 175102",239006,KULU,KULU,"HIMACHAL PRADESH"
"THE KANGRA CENTRAL COOPERATIVE BANK LIMITED",KACE0000210,NA,DOSARKA,"NEAR POLICE LINE PO HAMIRPUR TEHSIL HAMIRPUR HP",9736143066,HAMIRPUR,HAMIRPUR,"HIMACHAL PRADESH"
"THE KANGRA CENTRAL COOPERATIVE BANK LIMITED",KACE0000209,NA,BEHDALA,"VPO BEHDALA TEHSIL AND DISTT. UNA H.P. 174306",9318856823,BEHDALA,UNA,"HIMACHAL PRADESH"
"THE KANGRA CENTRAL COOPERATIVE BANK LIMITED",KACE0000208,NA,MUHAL,"V.P.O. MUHAL TEHSIL DEHRA DISTT. KANGRA H.P.       PIN 177117",9418678687,JAWALAMUKHI,KANGRA,"HIMACHAL PRADESH"
"THE KANGRA CENTRAL COOPERATIVE BANK LIMITED",KACE0000207,NA,PATLANDER,"VPO PATLANDER TEHSIL SUJANPUR DISTT HAMIRPUR HP PIN176111",9459096299,"SUJANPUR TIRA",HAMIRPUR,"HIMACHAL PRADESH"
"THE KANGRA CENTRAL COOPERATIVE BANK LIMITED",KACE0000206,NA,UHAL,"VPO UHAL TEHSIL TOUNI DEVI DISTT HAMIRPUR PIN CODE 177022",9418009401,UHAL,HAMIRPUR,"HIMACHAL PRADESH"
"THE KANGRA CENTRAL COOPERATIVE BANK LIMITED",KACE0000205,NA,DUHAK,"PO DUKAH, TEH PALAMPUR, DISTT KANGRA H.P.- 176075",9736143066,PALAMPPUR,PALAMPUR,"HIMACHAL PRADESH"
"THE KANGRA CENTRAL COOPERATIVE BANK LIMITED",KACE0000204,NA,"GARH JAMULA","PO MALKHER TEHSIL PALAMPUR DISTT KANGRA HP PIN 176093",9805121443,"GARH JAMULA",KANGRA,"HIMACHAL PRADESH"
"THE KANGRA CENTRAL COOPERATIVE BANK LIMITED",KACE0000203,NA,GANDER,"KCC BANK, BO GANDER",9418492541,GANDER,KANGRA,"HIMACHAL PRADESH"
"THE KANGRA CENTRAL COOPERATIVE BANK LIMITED",KACE0000202,NA,RANITAL,"THE KCC BANK LTD, BO RANITAL, DISTT KANGRA HP 176029",269037,RANITAL,KANGRA,"HIMACHAL PRADESH"
"THE KANGRA CENTRAL COOPERATIVE BANK LIMITED",KACE0000201,NA,"DAH KULARA","THE KANGRA CENTRAL CO OPERATIVE BANK LTD BRANCH OFFICE DAH KULARA TEHSIL INDORA DISTT KANGRA HP",241475,INDORA,KANGRA,"HIMACHAL PRADESH"
"THE KANGRA CENTRAL COOPERATIVE BANK LIMITED",KACE0000200,NA,TABO,"TABO, TEHSIL SPITI, DISTRICT LAHUL & SPITI, HIMACHAL PRADESH 172113",222416,TABO,"LAHUL SPITI","HIMACHAL PRADESH"
"THE KANGRA CENTRAL COOPERATIVE BANK LIMITED",KACE0000199,NA,"GONDPUR BANERA","TEHSIL AMB, DISTRICT UNA, HIMACHAL PRADESH PIN 177213",268021,"GOINDPUR BANEHR",UNA,"HIMACHAL PRADESH"
"THE KANGRA CENTRAL COOPERATIVE BANK LIMITED",KACE0000198,NA,BHADSALI,"VPO BHADSALI TEHSIL AND DISTT UNA PIN 174317",9418272592,UNA,UNA,"HIMACHAL PRADESH"
"THE KANGRA CENTRAL COOPERATIVE BANK LIMITED",KACE0000197,NA,BATHU,"VPO BATHU TEHSIL HAROLI DISTT UNA PIN 174301",9882507419,TAHLIWALA,UNA,"HIMACHAL PRADESH"
"THE KANGRA CENTRAL COOPERATIVE BANK LIMITED",KACE0000196,NA,NALTI,"VPO NALTI TEHSIL AND DISTT HAMIRPUR PIN 177001",247111,NALTI,HAMIRPUR,"HIMACHAL PRADESH"
