BANK,IFSC,MICR,BRANCH,ADDRESS,CONTACT,CITY,DISTRICT,STATE
"Ujjivan Small Finance Bank Limited",UJVN0099999,NA,"CORPORATE SERVICE PAYMENTS","GRAPE GARDEN,3RD A CROSS,18TH MAIN,6TH BLOCK,KORAMANGALA,BENGALURU - 560095",0,BANGALORE,BANGALORE,KARNATAKA
"Ujjivan Small Finance Bank Limited",UJVN0004427,400761002,CHANDIVALI,"UNIT NO.1,APPLE HEERITAGE,ANDHERI _x0013_KURLA ROAD,ANDHERI EAST,MUMBAI -400093",0,MUMBAI,MUMBAI,MAHARASHTRA
"Ujjivan Small Finance Bank Limited",UJVN0002240,NA,HASTSAL,"A-3,NEAR MATA ROOPRANI MAGGO HOSPITAL,NAWADA MAIN,NAJAFGARH ROAD,MOHAN GARDEN,UTTAM NAGAR,DELHI 110059",0,DELHI,"WEST DELHI",DELHI
"Ujjivan Small Finance Bank Limited",UJVN0002208,NA,NANGLOI,"35/18,ROHTAK ROAD,OPPOSITE METRO PILLAR NO.414,NANGLOI,DELHI 110041",0,DELHI,"WEST DELHI",DELHI
"Ujjivan Small Finance Bank Limited",UJVN0002206,NA,SULTANPURI,"NO.41/6,VASISTH BHAWAN,GROUND FLOOR,SARDAR PATEL JHEEL,POOTH KALAN VILLAGE,DELHI 110081",0,DELHI,"NORTH WEST DELHI",DELHI
"Ujjivan Small Finance Bank Limited",UJVN0002204,NA,PAHALADPUR,"A-6,SURAJKUND ROAD,PUL PAHALADPUR,NEW DELHI 110044",0,DELHI,"SOUTH DELHI",DELHI
"Ujjivan Small Finance Bank Limited",UJVN0002203,NA,"VIGYAN VIHAR","PLOT NO.3,VIGYAN VIHAR,GROUND FLOOR,DELHI 110092",0,DELHI,"EAST DELHI",DELHI
"Ujjivan Small Finance Bank Limited",UJVN0001665,571761603,KRISHNAPURA,"NO.260/24,KRISHNAPURA VILLAGE,VIRUPAKSHAPURA HOBLI,CHANNAPATANA TALUK,RAMANAGAR DISTRICT - 562160",0,CHANNAPATNA,CHANNAPATNA,KARNATAKA
"Ujjivan Small Finance Bank Limited",UJVN0001651,560761013,NELAMANGALA,"2ND FLOOR,PRAKASH BUILDING,B H ROAD,SUBHASH NAGAR,NELAMANGALA,BENGALURU-RURAL DISTRICT - 562123",0,BANGALORE,BANGALORE,KARNATAKA
"Ujjivan Small Finance Bank Limited",UJVN0001150,560761012,"DEVAIAH PARK","NO.1762/2,2ND FLOOR,1ST MAIN,DR.RAJ KUMAR ROAD,OPP.NAVARANG THEATRE,NAVARANG CIRCLE,RAJAJINAGAR,BENGALURU-560010",0,BANGALORE,BANGALORE,KARNATAKA
"Ujjivan Small Finance Bank Limited",UJVN0001122,560761011,UTTARAHALLI,"NO 307,100 FEET RING ROAD,BSK 3RD STAGE,PADMANABANAGAR,BENGALURU-560070",0,BANGALORE,BANGALORE,KARNATAKA
"Ujjivan Small Finance Bank Limited",UJVN0001120,571761602,CHANNAPATNA,"NO.2235,WARD NO.6,GROUND FLOOR,KUVEMPUNAGAR 1ST CROSS,CHANNAPATNA TOWN,RAMANAGAR DISTRICT-562160",0,CHANNAPATNA,CHANNAPATNA,KARNATAKA
"Ujjivan Small Finance Bank Limited",UJVN0001114,571761552,RAMANAGAR,"NO.383/376/2808B,NO.384/377/2809,NO.386/376/2810A,NO.392/384/2817/A AND NO.395/387/2819A,GROUND FLOOR AND FIRST FLOOR,SITUATED AT IJOOR EXTENSION,OLD BM ROAD,RAMANAGARAM-562159",0,RAMANAGAR,RAMANAGAR,KARNATAKA
"Ujjivan Small Finance Bank Limited",UJVN0001112,560761009,"CHANDRA LAYOUT","SREE BALAJI COMPLEX,NO 92,1ST MAIN ROAD,KEMPAPURA AGRAHARA,CHANDRALAYOUT,BENGALURU-560040",0,BANGALORE,BANGALORE,KARNATAKA
