BANK,IFSC,MICR,BRANCH,ADDRESS,CONTACT,CITY,DISTRICT,STATE
"DHANALAKSHMI BANK",DLXB0000999,NA,DCS,THRISSUR,0,THRISSUR,THRISSUR,KERALA
"DHANALAKSHMI BANK",DLXB0000998,NA,"CORPORATE OFFICE",THRISSUR,6617000,THRISSUR,THRISSUR,KERALA
"DHANALAKSHMI BANK",DLXB0000996,NA,"RTGS CELL","RTGS CELL",0,THRISSUR,THRISSUR,KERALA
"DHANALAKSHMI BANK",DLXB0000994,NA,"RPC PALAKKAD","1 FLOOR,KRISHNA ARCADE,CHANDRANAGAR,PALAKKAD 678007",0,PALAKKAD,PALAKKAD,KERALA
"DHANALAKSHMI BANK",DLXB0000993,NA,"RPC COIMBATORE","286,STANDARD TOWERS, AVINASHI ROAD,PEELAMEDU,COIMBATORE 641004",0,COIMBATORE,COIMBATORE,"TAMIL NADU"
"DHANALAKSHMI BANK",DLXB0000905,NA,"RPC KOLKATA","ANANDLOK BUILDING,1ST FLOOR,B BLOCK,227,AJC BOSE ROAD,KOLKATA 700020",0,KOLKATA,KOLKATA,"WEST BENGAL"
"DHANALAKSHMI BANK",DLXB0000279,243048002,BAREILLY,"G.F,1160,JANAKPURI,OPP PRABHAT NAGAR GATE,BAREILLY - 243122",6450119,BAREILLY,BAREILLY,"UTTAR PRADESH"
"DHANALAKSHMI BANK",DLXB0000278,342048002,JODHPUR,"PLOT NO. 76,GROUND FLOOR,LK TOWER, CHOPASANI ROAD,JODHPUR -342002",2610140,JODHPUR,JODHPUR,RAJASTHAN
"DHANALAKSHMI BANK",DLXB0000277,NA,"CPC THRISSUR","MG ROAD THRISSUR",6454246,THRISSUR,THRISSUR,KERALA
"DHANALAKSHMI BANK",DLXB0000276,682048019,"WELCARE HOSPITAL, VYTTILA",ERNAKULAM,6453585,ERNAKULAM,ERNAKULAM,KERALA
"DHANALAKSHMI BANK",DLXB0000275,695048010,"T.D.B OFFICE.NANTHANCODE",NANTHANCODE,6451276,NANTHANCODE,NANTHANCODE,KERALA
"DHANALAKSHMI BANK",DLXB0000274,691048004,"SHANKERS HOSPITAL, KOLLAM",KOLLAM,6451308,KOLLAM,KOLLAM,KERALA
"DHANALAKSHMI BANK",DLXB0000273,688048003,"S.D.COLLEGE, ALAPPUZHA",ERNAKULAM,2268537,ERNAKULAM,ERNAKULAM,KERALA
"DHANALAKSHMI BANK",DLXB0000272,682048018,"G.C.D.A, ERNAKULAM",ERNAKULAM,6453579,ERNAKULAM,ERNAKULAM,KERALA
"DHANALAKSHMI BANK",DLXB0000271,691048003,"DR.NAIRS HOSPITAL, KOLLAM",KOLLAM,6451307,KOLLAM,KOLLAM,KERALA
"DHANALAKSHMI BANK",DLXB0000270,695048011,"BAR COUNCIL, VANCHIYOOR",VANCHIYOOR,6451287,VANCHIYOOR,VANCHIYOOR,KERALA
"DHANALAKSHMI BANK",DLXB0000269,695048012,"ATTUKKAL TEMPLE",TRIVANDRAM,6451280,TRIVANDRAM,TRIVANDRAM,KERALA
"DHANALAKSHMI BANK",DLXB0000268,682048017,"VIDYADHIRAJA VIDYA BHAVAN, CHEERAKADA",ALUVA,6453593,ALUVA,ALUVA,KERALA
"DHANALAKSHMI BANK",DLXB0000267,686048352,"T.D.B OFFICE. ETTUMANOOR",ETTUMANOOR,6452392,ETTUMANOOR,ETTUMANOOR,KERALA
"DHANALAKSHMI BANK",DLXB0000266,690048153,"T.D.B OFFICE, MAVELIKKARA",MAVELIKKARA,6540458,MAVELIKKARA,MAVELIKKARA,KERALA
"DHANALAKSHMI BANK",DLXB0000265,688048054,"S.N.COLLEGE, CHERTHALA",CHERTHALA,6450278,CHERTHALA,CHERTHALA,KERALA
