BANK,IFSC,MICR,BRANCH,ADDRESS,CONTACT,CITY,DISTRICT,STATE
"RBL Bank Limited",RATN0CRCARD,NA,NOC-GOREGAON,"THE RATNAKAR BANK LTD,9TH FLOOR, TECHNIPLEX-I, OFF VEER SAVARKAR FLYOVER, GOREGAON WEST, MUMBAI - 400 062",9833666862,"GREATER BOMBAY","GREATER BOMBAY",MAHARASHTRA
"RBL Bank Limited",RATN0123456,NA,"THE RATNAKAR BANK LTD","THE RATNAKAR BANK LTD,9TH FLOOR,TECHNIPLEX-I,OFF VEER SAVARKAR FLYOVER,GOREGAON WEST,MUMBAI-400062",240288100,MUMBAI,"GREATER BOMBAY",MAHARASHTRA
"RBL Bank Limited",RATN0000999,NA,"HEAD OFFICE","MAHAVEER, SHRI SHAHU MARKET YARD, KOLHAPUR. PIN 416005",2312650981,KOLHAPUR,KOLHAPUR,MAHARASHTRA
"RBL Bank Limited",RATN0000992,NA,"CORPORATE OFFICE ( IB BRANCH )","ONE INDIABULLS CENTRE, TOWER 2, 6TH FLOOR,841 SENAPATI BAPAT MARG, LOWER PAREL (W), MUMBAI 400 013.",0,"GREATER BOMBAY","GREATER BOMBAY",MAHARASHTRA
"RBL Bank Limited",RATN0000991,NA,"SERVICE BRANCH MUMBAI","THE RATNAKAR BANK LTD SERVICE BRANCH 19 J B HOUSE, R D STREET , FORT MUMBAI",2222655820,"GREATER BOMBAY","GREATER BOMBAY",MAHARASHTRA
"RBL Bank Limited",RATN0000990,NA,"CORPORATE OFFICE","ONE INDIA BULLS CENTRE, 841 6TH FLOOR, TOWER B WING, LOWER PAREL",2243020600,"GREATER BOMBAY","GREATER BOMBAY",MAHARASHTRA
"RBL Bank Limited",RATN0000237,NA,"VV NAGAR","RBL BANK LIMITED NILKANTH ESTATE PLOT NO 154 155 GROUND FLOOR SHOP NO 3 NANA BAZAR OPPOSITE UNIVERSITY GIRLS HOSTEL VALLABHVIDYA NAGAR 388120",1800123804,"VALLABHVIDYA NAGAR",AHMEDABAD,GUJARAT
"RBL Bank Limited",RATN0000236,NA,"KALYANI BRANCH","RBL BANK LIMITED B 7 20 S KALYANI BESIDES BERI HONDA SHOWROOM P O KALYANI DIST NADIA PIN 741235",1800123804,KALYANI,KALYANI,"WEST BENGAL"
"RBL Bank Limited",RATN0000235,NA,"CHAK Z  SRIGANGANAGAR","RBL BANK LIMITED GROUND FLOOR MURRABA NO 42 AND 26 SHOP NO 18 21 CHAK 7 Z TEHSIL AND DIST SRIGANGANAGAR RAJASTHAN PIN CODE 335001",1800123804,SRIGANGANAGAR,SRIGANGANAGAR,RAJASTHAN
"RBL Bank Limited",RATN0000234,NA,HAROTACHOMU,"RBL BANK LIMITED GROUND FLOOR NERA ANJANI HANUMAN MANDIR AT POST HAROTA TEHSIL CHOMU DISTRICT JAIPUR RAJASTHAN PIN CODE 303705",1800123804,CHOMU,CHOMU,RAJASTHAN
"RBL Bank Limited",RATN0000233,NA,"ZIRAKPUR BRANCH","RBL BANK LIMITED SCO 1 AND 2 GROUND FLOOR ORBIT APARTMENTS VIP ROAD ZIRAKPUR DISTRICT MOHALI 140603",1800123804,MOHALI,MOHALI,PUNJAB
"RBL Bank Limited",RATN0000232,NA,"BHOJPARA BRANCH","RBL BANK LIMITED R S NO 58 3 PLOT NO 6 NR GALAXY PETROL PUMP NATIONAL HIGHWAY 27 VILLAGE BHOJPARA TALAKU GONDAL DISTRICT RAJKOT PINCODE 360311",1800123804,GONDAL,GONDAL,GUJARAT
"RBL Bank Limited",RATN0000231,NA,"BAWARIKHEDA BRANCH","RBL BANK LIMITED GRAM PANCHAYAT DIST DEWAS MADHYA PRADESH PINCODE 455332",1800123804,BAWARIKHEDA,BAWARIKHEDA,"MADHYA PRADESH"
"RBL Bank Limited",RATN0000230,NA,"NANASA BRANCH","RBL BANK LIMITED VILLAGE NANASA P H NO 21 TEHSIL KANNOD DISTRICT MADHYA PRADESH PINCODE 455336",1800123804,NANASA,DEWAS,"MADHYA PRADESH"
"RBL Bank Limited",RATN0000229,NA,"PHAGWARA KAPURTHALA","RBL BANK LIMITED GROUND FLOOR CITY CENTRE TOWER 338 GURU HARGOBIND NAGAR PHAGWARA PINCODE 144401",1800123804,PHAGWARA,KAPURTHALA,PUNJAB
"RBL Bank Limited",RATN0000228,NA,"RAJPURA BRANCH","RBL BANK LIMITED GROUND FLOOR D 21 CALIBRE MARKET RAJPURA PIN CODE 140401",1800123804,PATIALA,"CHANDIGARH HQ",PUNJAB
"RBL Bank Limited",RATN0000227,NA,ANKLESHWAR,"RBL BANK LIMITED C BLOCK SHOP NO 1 TO 5 MAYUR NAGAR OPP LORDS PLAZA OLD N H NO 08 VILLAGE PIRAMAN TAL ANKLESHWAR DIST BHARUCH 393002",1800123804,BHARUCH,BHARUCH,GUJARAT
"RBL Bank Limited",RATN0000226,NA,"SOUTH BOPAL AHMEDBAD","RBL BANK LTD SHOP NO 8 AND 9 GROUND FLOOR ORCHID CENTRE SOUTH BHOPAL MOUJE BOPAL TALUKA DASKROI AHMEDABAD 380058",1800123804,AHMEDABAD,AHMEDABAD,GUJARAT
"RBL Bank Limited",RATN0000225,NA,"DANKUNI BRANCH","RBL BANK LIMITED FLAT NO 101 AND 102 SHREYA APARTMENTS 1ST FLOOR T N MUKHERJEE ROAD LICHUBAGAN OPP RAMSITA MANDIR DANKUNI HOOGLY PIN 712311",1800123804,DANKUNI,HOOGLY,"WEST BENGAL"
"RBL Bank Limited",RATN0000224,NA,"MADURAVOYAL CHENNAI","RBL BANK LIMITED NO 135 A P H ROAD MADURAVOYAL CHENNAI 600095",1800213804,MADURAVOYAL,CHENNAI,"TAMIL NADU"
"RBL Bank Limited",RATN0000223,NA,"KHALIKPUR BRANCH","RBL BANK LIMITED SHOP NO 16 AND 17 GROUND FLOOR SANSKRUTI COMPLEX NR SHUYOG PETROL PUMP MALPUR ROAD KHALIKPUR DIST ARAVALI GUJARAT 383315",1800123804,KHALIKPUR,ARAVALI,GUJARAT
"RBL Bank Limited",RATN0000222,NA,"KAMALPUR BRANCH","RBL BANK LIMITED SHOP NO 7 AND 8 FIRST FLOOR SAKAL AVENUE KAMALPUR TAL PRANTIJ DIST SABARKANTHA GUJARAT 383205",1800123804,KAMALPUR,SABARKANTHA,GUJARAT
"RBL Bank Limited",RATN0000221,NA,"KAGAM ERODE","RBL BANL LIMITED 49 A MANALKATTU THOTTAM ELLAKADAI KAGAM ERODE TAMIL NADU PIN CODE 638109",1800123804,"KAGAM ERODE","KAGAM ERODE","TAMIL NADU"
"RBL Bank Limited",RATN0000220,NA,COCHIN,"RBL BANK LIMITED GROUND AND FIRST FLOOR PALAL ARCADE NEXT TO BATA SHOW ROOM M G  ROAD DIST ERNAKULAM TAL KANAYANUR VILLAGE KARITHALA COCHIN 682016",1800123804,COCHIN,COCHIN,KERALA
"RBL Bank Limited",RATN0000219,NA,VISAKHAPATNAM,"RBL BANK LIMITED 47 1 4 BHUVANESHWARI PLAZA DIAMOND PARK MAIN ROAD DWARAKANAGAR VISAKHAPATNAM 530016",1800123804,VISAKHAPATNAM,VISAKHAPATNAM,"TAMIL NADU"
"RBL Bank Limited",RATN0000218,NA,"OCUS TECHNOPOLIS  GURGAON","RBL BANK LIMITED UNIT NO TGF 4 AND 5 GROUND FLOOR OCUS TECHNOPOLIS GOLF COURSE ROAD SECTOR 54 GURGAON HARYANA 122003",1800123804,GURGAON,GURGAON,HARYANA
"RBL Bank Limited",RATN0000217,NA,"GREATER KAILASH PART II","RBL BANK LIMITED M 2 GROUND FLOOR AND BASEMENT GREATER KAILASH PART 2 NEW DELHI 110048",1800123804,DELHI,DELHI,DELHI
"RBL Bank Limited",RATN0000216,400176029,"MALAD WEST","RBL BANK LIMITED SHOP NO 16-17 SIMPLEX KHUSHAANGAN 82 VIJAYARWADI S V ROAD MALAD WEST MUMBAI-400064",1800123804,"GREATER BOMBAY","GREATER BOMBAY",MAHARASHTRA
"RBL Bank Limited",RATN0000214,NA,ANAND,"RBL BANK LIMITED,GROUND FLOOR,SHOP NO 12,13,14,18,19,20, SUKETU COMPLEX,ANAND VIJAY NAGAR ROAD,ANAND - 388001",8001238040,ANAND,ANAND,GUJARAT
"RBL Bank Limited",RATN0000213,NA,JAIPUR,"RBL BANK LIMITED,SHOP NO 1, GROUND FLOOR,SILVER SQUARE,BHAGWAN DAS ROAD ,JAIPUR - 302001",8001238040,JAIPUR,JAIPUR,RAJASTHAN
"RBL Bank Limited",RATN0000212,400176031,"MIRA ROAD","RBL BANK LIMITED,SHOP 21 TO 25 GR FLR,IRASIA CHS,BEVERLY PARK,NR KANAKIA POLICE STN MIRA ROAD,THANE -401107",8001238040,"MIRA BHAYANDAR",THANE,MAHARASHTRA
"RBL Bank Limited",RATN0000211,400176030,"SANTACRUZ WEST","RBL BANK LIMITED,SHOP NO 3 GREENFIELD, S V ROAD,SANTACRUZ WEST MUMBAI - 400054",8001238040,"GREATER BOMBAY","GREATER BOMBAY",MAHARASHTRA
