BANKNAME,IFSC,MICR_CODE,BRANCH,ADDRESS,CONTACT1,CENTRE,DISTRICT,STATE
"NORTH MALABAR GRAMIN BANK",NMGB0000002,670460011,CHALA,"NORTH MALABAR GRAMIN BANK, CHALA BRANCH, P O CHALA EAST - 670 621, KANNUR DISTRICT, KERALA, PH: 0497-2820733",9400069002,CHALA,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000003,670460801,KOLASSERY,"NORTH MALABAR GRAMIN BANK, KOLASSERY BRANCH, P O KOLASSERY- 670 601, KANNUR DISTRICT, KERALA, PH: 0498- 240550",9400069003,KOLLASSERRY,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000004,670460203,KARTIKULAM,"NORTH MALABAR GRAMIN BANK, KARTIKULAM , P O KARTIKULAM - 670 646, WAYANAD DISTRICT, KERALA, PH: 04935-250441",9400069004,KARTIKULAM,WAYANAD,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000005,670460802,PERIYA,"NORTH MALABAR GRAMIN BANK, PERIYA , P O PERIYA- 670 645, WAYANAD DISTRICT, KERALA, PH: 04935-260070",9400069005,PERIYA,WAYANAD,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000006,671460801,NARKILAKAD,"NORTH MALABAR GRAMIN BANK, NARKILAKAD BRANCH, P O KOTTAMALA- 671 314, KASARAGOD DISTRICT, KERALA , PH: 04997-241348",9400069006,"ELERI WEST",KASARAGOD,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000007,670460803,VENGAD,"NORTH MALABAR GRAMIN BANK, VENGAD BRANCH, P O VENGAD- 670 612, KANNUR DISTRICT, KERALA, PH: 0490-2308572 ",9400069007,VENGAD,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000008,670460153,RAMANTHALI,"NORTH MALABAR GRAMIN BANK, RAMANTHALI BRANCH, P O RAMANTHALI- 670 308, KANNUR DISTRICT, KERALA, PH: 04985-222548",9400069008,RAMANTHALI,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000009,670460154,MATHIL,"NORTH MALABAR GRAMIN BANK, MATHIL BRANCH, P O MATHIL- 670 343, KANNUR DISTRICT, KERALA, PH: 04985-280520",9400069009,MATHIL,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000010,670460804,KUDIYANMALA,"NORTH MALABAR GRAMIN BANK, KUDIYANMALA BRANCH, PO KUDIYANMALA, KANNUR DIST, KERALA, PIN: 670 582, PH: 04602 - 218102",9400069010,KUDIYANMALA,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000011,670460204,VELLAMUNDA,"NORTH MALABAR GRAMIN BANK, VELLAMUNDA , P O KATTAYAD- 670 731, WAYANAD DISTRICT, KERALA, PH: 04935-230331",9400069011,VELLAMUNDA,WAYANAD,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000012,671460004,"MOGRAL PUTHUR","NORTH MALABAR GRAMIN BANK, MOGRAL PUTHUR BRANCH, P O MOGRAL PUTHUR - 671 124, KASARAGOD DISTRICT, KERALA, PH: 04994-233457 ",9400069012,KASARAGOD,KASARAGOD,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000013,671460802,JAYANAGARA,"NORTH MALABAR GRAMIN BANK, JAYANAGARA BRANCH, P O KUMBDAJE - 671 551, KASARAGOD DISTRICT, KERALA , PH: 04998- 260206",9400069013,KUMBDAJE,KASARAGOD,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000014,670460155,UDINUR,"NORTH MALABAR GRAMIN BANK, UDINUR BRANCH, P O EDACHAKAI- 671 310, KASARAGOD DISTRICT, KERALA , PH: 04997-211250",9400069014,"TRIKKARIPPUR NORTH",KASARAGOD,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000015,671460803,PERMUDE,"NORTH MALABAR GRAMIN BANK, PERMUDE BRANCH, P O PERMUDE- 671 324, KASARAGOD DISTRICT, KERALA , PH: 04998-245205",9400069015,KASARAGOD,KASARAGOD,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000016,671460804,PANATHADY,"NORTH MALABAR GRAMIN BANK, PANATHADY BRANCH, P O PANATHADY- 671 532, KASARAGOD DISTRICT, KERALA, PH: 04997-228370",9400069016,PANATHADY,KASARAGOD,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000017,671460005,PUTHIGE,"NORTH MALABAR GRAMIN BANK, PUTHIGE BRANCH, P O EDANAD- 671 321, KASARAGOD DISTRICT, KERALA, PH: 04998-245224",9400069017,EDNAD,KASARAGOD,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000018,670460805,PAYYAVUR,"NORTH MALABAR GRAMIN BANK, PAYYAVOOR BRANCH, P O PAYYAVOOR- 670 633, KANNUR DISTRICT, KERALA, PH: 04602-210143",9400069018,PAYYAVOOR,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000019,670460806,PALAVAYAL,"NORTH MALABAR GRAMIN BANK, PALAVAYAL BRANCH, P O PALAVAYAL- 671 511, KASARAGOD DISTRICT, KERALA , PH: 04985-212225",9400069019,"ELERI EAST",KASARAGOD,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000020,671460805,BANDADKA,"NORTH MALABAR GRAMIN BANK, BANDADKA BRANCH, P O BANDADKA -671 541, KASARAGOD DISTRICT, KERALA , PH: 04994 - 200210",9400069020,BANDADKA,KASARAGOD,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000021,670460807,MATTOOL,"NORTH MALABAR GRAMIN BANK, MATTOOL BRANCH, P O MATTOOL- 670 302, KANNUR DISTRICT, KERALA, PH: 0497-2842087 ",9400069021,MATTUL,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000022,670460003,THANA,"NORTH MALABAR GRAMIN BANK, THANA BRANCH, P O THANA- 670 012, KANNUR DISTRICT, KERALA, PH: 0497-2706869",9400069022,CANNUR,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000023,670460156,CHERUTHAZHAM,"NORTH MALABAR GRAMIN BANK, CHERUTHAZHAM BRANCH, P O PILATHARA - 670 501, KANNUR DISTRICT, KERALA, PH: 0497-2800210",9400069023,CHERUTHAZHAM,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000024,670460012,KUDUKKIMOTTA,"NORTH MALABAR GRAMIN BANK, KUDUKKIMOTTA BRANCH, P O KOODALI - 670 592, KANNUR DISTRICT, KERALA, PH: 0497- 2857949",9400069024,KUDUKKIMOTTA,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000025,670460808,KAKKENGAD,"NORTH MALABAR GRAMIN BANK, KAKKENGAD BRANCH, P O KAKKENGAD- 670 673, KANNUR DISTRICT, KERALA, PH: 0490- 2457930",9400069025,KAKKENGAD,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000026,670460809,KARIKOTTAKARI,"NORTH MALABAR GRAMIN BANK, KARIKKOTTAKARI BRANCH, P O KOOMANTHODE - 670 704, KANNUR DISTRICT, KERALA, PH: 0490- 2454566",9400069026,KARIKKOTTAKERE,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000027,670460157,CHEEMENI,"NORTH MALABAR GRAMIN BANK, CHEEMENI BRANCH, P.O. CHEEMENI, KASARAGOD DIST, KERALA, PIN: 671 316, PH: 04997 -250345",9400069027,CHEEMENI,KASARAGOD,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000028,670460103,PERINGATHUR,"NORTH MALABAR GRAMIN BANK, PERINGATHUR BRANCH, P O PERINGATHUR- 670 675, KANNUR DISTRICT, KERALA, PH: 0490-393055",9400069028,PERINGATHUR,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000029,671460006,CHENGALA,"NORTH MALABAR GRAMIN BANK, CHENGALA BRANCH, P O CHENGALA - 671 541, KASARAGOD DISTRICT, KERALA , PH: 04994-280283",9400069029,CHEGALA,KASARAGOD,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000030,670460810,VATTIAMTHODE,"NORTH MALABAR GRAMIN BANK, VATTIAMTHODE BRANCH, P O VATTIAMTHODE- 670 705, KANNUR DISTRICT, KERALA, PH: 0498-216029",9400069030,VATTIAMTHODU,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000031,670460004,THAYYIL,"NORTH MALABAR GRAMIN BANK, THAYYIL BRANCH, P O THAYYIL - 670 003, KANNUR DISTRICT, KERALA, PH: 0497-2731456",9400069031,THAYYIL,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000032,671460806,KALCHANADKA,"NORTH MALABAR GRAMIN BANK, KALCHANADKA BRANCH, POKALCHANDKA - 671 314, KASARAGOD DT KERALA, PH: 04997-256110",9400069032,NILESHWAR,KASARAGOD,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000033,670460158,VALIYAPARAMBA,"NORTH MALABAR GRAMIN BANK, VALIYAPARAMBA BRANCH, P O VALIYAPARAMBA- , 671 312 , KASARAGOD DISTRICT, KERALA , PH: 04997-258358",9400069033,"TRIKKARIPPUR NORTH",KASARAGOD,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000034,670460811,KOLAYAD,"NORTH MALABAR GRAMIN BANK, KOLAYAD BRANCH, P O KOLAYAD - 670643, KANNUR DISTRICT, KERALA, PH: 0490- 302412",9400069034,KOLAYAD,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000035,671460807,VALLIKADAVU,"NORTH MALABAR GRAMIN BANK, VALLIKADAVU BRANCH, P O VALLIKKADAVU- 671 533, KASARAGOD DISTRICT, KERALA , PH: 04997-247470 ",9400069035,MALOTH,KASARAGOD,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000036,670460159,CHERUVATHUR,"NORTH MALABAR GRAMIN BANK, CHERUVATHUR BRANCH, P O CHERUVATHUR- 671 313, KASARAGOD DISTRICT, KERALA , PH: 04997-260260",9400069036,CHERUVATHUR,KASARAGOD,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000037,671460054,AMBALATHARA,"NORTH MALABAR GRAMIN BANK, AMBALATHARA BRANCH, P O PULLUR- 671 531, VIA. ANANDASHRAM, KASARAGOD DIST., KERALA, PH: 04997-243680",9400069037,KANHANGAD,KASARAGOD,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000038,671460808,PARAPPA,"NORTH MALABAR GRAMIN BANK, PARAPPA BRANCH, P O PARAPPA - 671 533, KASARAGOD DISTRICT, KERALA , PH: 04997-254202",9400069038,NILESHWAR,KASARAGOD,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000039,670460104,PINARAYI,"NORTH MALABAR GRAMIN BANK, PINARAYI BRANCH, P O PINARAYI- 670 741, KANNUR DISTRICT, KERALA, PH: 0490-382739",9400069039,PINARAYI,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000040,670460812,CHERUVANCHERRY,"NORTH MALABAR GRAMIN BANK, CHERUVANCHERY BRANCH, PO.CHERUVANCHERY- 670 650, KANNUR DISTRICT, KERALA, PH: 0490- 2304403",9400069040,CHERUVANCHERRY,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000041,670460813,KELAKAM,"NORTH MALABAR GRAMIN BANK, KELAKAM BRANCH, P O KELAKAM - 670 674, KANNUR DISTRICT, KERALA, PH: 0490-412047",9400069041,KELAKAM,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000042,671460055,"PERIYA BAZAR","NORTH MALABAR GRAMIN BANK, PERIYA BAZAR BRANCH, P O PERIYA- 671 316, KASARAGOD DISTRICT, KERALA , PH: 04997-234050",9400069042,PERIYE,KASARAGOD,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000043,670460814,PERATTA,"NORTH MALABAR GRAMIN BANK, PERATTA BRANCH, P O KOOTUPUZHA- 670 706, KANNUR DISTRICT, KERALA, PH: 0490-2420757",9400069043,"KIZHOOR IRITTY",CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000044,670460815,KARETTA,"NORTH MALABAR GRAMIN BANK, KARETTA BRANCH, P O URUVACHAL - 670 702, KANNUR DISTRICT, KERALA, PH: 0490- 2477727",9400069044,KARETTA,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000045,670460009,KUNHIPALLY,"NORTH MALABAR GRAMIN BANK, KUNHIPPALLI BRANCH, PO KOTTALI, KANNUR DIST, KERALA, PIN: 670 016, PH: 0497-2707544",9400069045,KUNHIPALLY,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000046,670460106,KALLIKANDY,"NORTH MALABAR GRAMIN BANK, KALLIKANDY BRANCH, P O KALLIKANDY-670 693, KANNUR DISTRICT, KERALA, PH: 0490-2462095",9400069046,KALLIKKANDY,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000047,670460053,CHAPPARAPADAVU,"NORTH MALABAR GRAMIN BANK, CHAPPARAPADAVE BRANCH, P O CHAPPARAPADAVE- 670 581 KANNUR DISTRICT, KERALA, PH: 04602 - 270244",9400069047,CHAPPARAPADAVU,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000048,670460818,MANAKKADAVU,"NORTH MALABAR GRAMIN BANK, MANAKKADAVU BRANCH, P O MANAKKADAVE - 670 571, KANNUR DISTRICT, KERALA, PH: 04602-286721 ",9400069048,MANAKKADAVU,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000049,671460809,MEEYAPADAVU,"NORTH MALABAR GRAMIN BANK, MEEYAPADAVE BRANCH, P O MEEYAPADAVU- 671 323, KASARAGOD DISTRICT, KERALA , PH: 04998-252122",9400069049,KASARAGOD,KASARAGOD,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000050,670460816,KEEZHPALLY,"NORTH MALABAR GRAMIN BANK, KEEZHPALLY BRANCH, P O KEEZHPALLY- 670 704, KANNUR DISTRICT, KERALA, PH; 0490- 2454503",9400069050,KEEZHPALLY,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000051,671460007,ADOOR,"NORTH MALABAR GRAMIN BANK, ADOOR BRANCH, P.O URDOOR -671 543, KASARAGOD DIST, KERALA, PH: 04994 -270156",9400069051,ADOOR,KASARAGOD,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000052,670460052,TALIPARAMBA,"NORTH MALABAR GRAMIN BANK, TALIPARAMBA BRANCH, P O TALIPARAMBA- 670 141, KANNUR DISTRICT, KERALA, PH: 04602- 203375",9400069052,TALIPARAMBA,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000053,670460817,OLAYAMPADY,"NORTH MALABAR GRAMIN BANK, OLAYAMPADY BRANCH, P O OLAYAMPADY- 670 306, KANNUR DISTRICT, KERALA, PH: 04985-251110",9400069053,OLAYAMPADY,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000054,671460008,MELPARAMBA,"NORTH MALABAR GRAMIN BANK, MELPARAMBA BRANCH, P O KALNAD- 671 317, KASARAGOD DISTRICT, KERALA , PH: 04994-237305",9400069054,KALANAD,KASARAGOD,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000055,670460105,PARAL,"NORTH MALABAR GRAMIN BANK, PARAL BRANCH, P O PARAL- 670 671, KANNUR DISTRICT, KERALA, PH: 0490-2356131",9400069055,PARAL,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000056,670460054,EZHOME,"NORTH MALABAR GRAMIN BANK, EZHOME BRANCH, P O EZHOME - 670 334, KANNUR DISTRICT, KERALA, PH: 0497-2871595 ",9400069056,EZHOME,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000057,671460056,MADIYAN,"NORTH MALABAR GRAMIN BANK, MADIYAN BRANCH, P O MANIKOTH- 671 329, KASARAGOD DISTRICT, KERALA , PH: 04997- 267557 ",9400069057,KANHANGAD,KASARAGOD,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000058,671460810,MUNNAD,"NORTH MALABAR GRAMIN BANK, MUNNAD BRANCH, P O MUNNAD- 671 541, KASARAGOD DISTRICT, KERALA , PH: 04994-205448",9400069058,BANDADKA,KASARAGOD,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000059,671460811,KUNJATHUR,"NORTH MALABAR GRAMIN BANK, KUNJATHUR BRANCH, P O KUNJATHUR- 671 323, KASARAGOD DISTRICT, KERALA , PH: 04998-272771",9400069059,KUNJATHUR,KASARAGOD,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000060,670460111,"WEST PONNIAM","NORTH MALABAR GRAMIN BANK, WEST PONNIAM BRANCH, P O WEST , PONNIAM- 670 641, KANNUR DISTRICT, KERALA, PH: 0490-2306141",9400069060,THALASSERY,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000061,670460845,KARUVANCHAL,"NORTH MALABAR GRAMIN BANK, KARUVANCHAL BRANCH, P O KARUVANCHAL- 670 571, KANNUR DISTRICT, KERALA, PH: 04602-245579",9400069061,ALAKODE,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000062,670460820,PADIYOTCHAL,"NORTH MALABAR GRAMIN BANK, PADIYOTCHAL BRANCH, POPADIYOTCHAL- 670 307, KANNUR DISTRICT, KERALA, PH: 0498-540073",9400069062,PERINGOME,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000063,670460821,THONDIYIL,"NORTH MALABAR GRAMIN BANK, THONDIYIL BRANCH, P O THONDIYIL- 670 673, KANNUR DISTRICT, KERALA, PH: 0490-2444773",9400069063,PERAVOOR,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000064,671460052,KANHANGAD,"NORTH MALABAR GRAMIN BANK, KANHANGAD BRANCH, P O KANHANGAD - 671 315, KOTTACHERY, KASARAGOD DISTRICT, KERALA , PH: 04997-20410",9400069064,KANHANGAD,KASARAGOD,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000065,670460822,CHUZHALI,"NORTH MALABAR GRAMIN BANK, CHUZHALI BRANCH, P O CHUZHALI - 670631, KANNUR DISTRICT, KERALA, PH: 04602-260434",9400069065,CHUZHALI,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000066,670460823,CHEMPANTHOTTY,"NORTH MALABAR GRAMIN BANK, CHEMPANTHOTTY BRANCH, P O CHEMPANTHOTTY - , 670 631, KANNUR DISTRICT, KERALA, PH: 04602- 250273 ",9400069066,NADUVIL,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000067,670460107,POOKODE,"NORTH MALABAR GRAMIN BANK, POOKODE BRANCH, P O POOKODE- 670691, KANNUR DISTRICT, KERALA, PH: 0490-2362011",9400069067,KUTHUPARAMBA,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000068,670460824,CHAVASSERY,"NORTH MALABAR GRAMIN BANK, CHAVASSERY BRANCH, P O CHAVASSERY - 670 702, KANNUR DISTRICT, KERALA, PH: 0490-2433842",9400069068,CHAVASSERY,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000069,671460009,TRIKKANNAD,"NORTH MALABAR GRAMIN BANK, TRIKKANNAD BRANCH, P O UDUMA- 671 319, KASARAGOD DISTRICT, KERALA, PH: 04997-236618",9400069069,UDMA,KASARAGOD,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000070,671460812,JODUKALLU,"NORTH MALABAR GRAMIN BANK, JODUKALLU BRANCH, P O KAYYAR- 671 322, KASARAGOD DISTRICT, KERALA?, PH: 04998 -205110",9400069070,BAYAR,KASARAGOD,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000071,671460002,KASARAGOD,"NORTH MALABAR GRAMIN BANK, KASARAGOD BRANCH, P O KASARAGOD- 671 121, KASARAGOD DISTRICT, KERALA , PH: 04994-221341",9400069071,KASARAGOD,KASARAGOD,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000072,670460102,THALASSERY,"NORTH MALABAR GRAMIN BANK, THALASSERY BRANCH, P O THALASSERY -670 101, KANNUR DISTRICT, KERALA, PH: 0490-2320815",9400069072,THALASSERY,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000073,671460010,BOVIKANAM,"NORTH MALABAR GRAMIN BANK, BOVIKANAM BRANCH, P O MULIYAR - 671 542, KASARAGOD DISTRICT, KERALA , PH: 04998-250104",9400069073,MULIYAR,KASARAGOD,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000074,670460160,PAYANGADI,"NORTH MALABAR GRAMIN BANK, PAYANGADI BRANCH, P O PAYANGADI RS- 670 358, KANNUR DISTRICT, KERALA, PH: 0497-2870660",9400069074,MADAYI,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000075,671460011,MADHUR,"NORTH MALABAR GRAMIN BANK, MADHUR BRANCH, P O MADHUR- 671 124, KASARAGOD DISTRICT, KERALA , PH: 04994-240456",9400069075,MADHUR,KASARAGOD,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000076,670460202,MANANTHAVADY,"NORTH MALABAR GRAMIN BANK, MANANTHAVADY , P O MANATHAVADY- 670 645, WAYANAD DISTRICT, KERALA, PH: 04935-240306",9400069076,MANANTHAVADY,WAYANAD,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000077,670460013,CHAKKARAKKAL,"NORTH MALABAR GRAMIN BANK, CHAKKARAKAL BRANCH, P O MAMBA-670 611, KANNUR DISTRICT, KERALA, PH: 0497- 2851733",9400069077,ANJARAKANDY,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000078,670460205,THAVINHAL,"NORTH MALABAR GRAMIN BANK, THAVINHAL , P O THALAPPUZHA- 670 644, WAYANAD DISTRICT, KERALA, PH: 04935-256306",9400069078,THAVINHAL,WAYANAD,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000079,670460014,KANNADIPARAMBA,"NORTH MALABAR GRAMIN BANK, KANNADIPARAMBA BRANCH , P. O. KANNADIPARAMBA - 670601 , KANNUR DISTRICT, KERALA, PH: 04972-2796750",9400069079,KANNADIPARAMBA,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000080,670460825,CHITTARIPARAMBA,"NORTH MALABAR GRAMIN BANK, CHITTARIPPARAMBA BRANCH, P O CHITTARIPPARAMBA- 670 650 , KANNUR DISTRICT, KERALA, PH: 0490-2300530 ",9400069080,KUTHUPARAMBA,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000081,670460206,KALLODI,"NORTH MALABAR GRAMIN BANK, KALLODI , P O EDAVAKA - 670 645, WAYANAD DISTRICT, KERALA , PH: 04935-241781 ",9400069081,EDAVAKA,WAYANAD,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000082,670460826,PATHIRIYAD,"NORTH MALABAR GRAMIN BANK, PATHIRIYAD BRANCH, P O SHANKARANELLUR- 670 643, KANNUR DISTRICT, KERALA, PH: 0490-2362461",9400069082,PATHIRIYAD,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000083,671460813,KODLAMOGARU,"NORTH MALABAR GRAMIN BANK, KODLA MOGARU  BRANCH, POKODLA MOGARU -671 323, VIA MANJESWAR, KASARAGOD DT, KERALA, PH: 04998 - 202180 ",9400069083,KODALAMOGURU,KASARAGOD,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000084,670460827,"PADIYUR KALLIAD","NORTH MALABAR GRAMIN BANK, PADIYUR KALLIAD BRANCH, P O PADIYUR- 670 703, KANNUR DISTRICT, KERALA, PH: 04602-273011 ",9400069084,PADIYUR,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000085,671460814,SAJANKILA,"NORTH MALABAR GRAMIN BANK, SAJANKILA BRANCH, P O BAYAR- 671 322, KASARAGOD DISTRICT, KERALA , PH: 04998-205738",9400069085,BAYAR,KASARAGOD,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000086,670460828,THERTHALLY,"NORTH MALABAR GRAMIN BANK, THERTHALLY BRANCH, P O THERTHALLY- 670 571, KANNUR DISTRICT, KERALA, PH: 04602-285292",9400069086,ALAKODE,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000087,670460829,IRITTY,"NORTH MALABAR GRAMIN BANK, IRITTY BRANCH, P O IRITTY-670 703, KANNUR DISTRICT, KERALA, PH: 0490- 2491469",9400069087,"KIZHOOR IRITTY",CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000088,670460207,KELLUR,"NORTH MALABAR GRAMIN BANK, KELLUR , P O KELLUR- 670 645, WAYANAD DISTRICT, KERALA, PH: 04935-241851",9400069088,THONDERNAD,WAYANAD,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000089,670460830,NEENDUNOKKI,"NORTH MALABAR GRAMIN BANK, NEENDUNOKKI BRANCH, P O KOTTIYOOR- 670 674, KANNUR DISTRICT, KERALA, PH: 0490-412350",9400069089,KELAKAM,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000090,670460152,PAYYANNUR,"NORTH MALABAR GRAMIN BANK, PAYYANNUR BRANCH, P O PAYYANNUR- 670 307, KANNUR DISTRICT, KERALA, PH: 04985-203101",9400069090,PAYYANNUR,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000091,670460831,ANGADIKKADAVU,"NORTH MALABAR GRAMIN BANK, ANGADIKADAVU BRANCH, P O ANGADIKADAVU -670 706 KANNUR DISTRICT, KERALA, PH: 0490 - 2426160",9400069091,"KIZHOOR IRITTY",CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000092,671460815,PANATHUR,"NORTH MALABAR GRAMIN BANK, PANATHUR BRANCH, P O PANATHUR- 671 532, KASARAGOD DISTRICT, KERALA , PH: 0499-727360",9400069092,PANATHADY,KASARAGOD,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000093,670460055,KARIMBAM,"NORTH MALABAR GRAMIN BANK, KARIMBAM BRANCH, P O KARIMBAM- 670 142, KANNUR DISTRICT, KERALA, PH: 04602-203254",9400069093,TALIPARAMBA,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000094,670460161,KUNHIMANGALAM,"NORTH MALABAR GRAMIN BANK, KUNHIMANGALAM BRANCH, P O KUNHIMANGALAM- 670 309, KANNUR DISTRICT, KERALA, PH: 0497-2805676",9400069094,KUNHIMANGALAM,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000095,670460819,ERUVASSY,"NORTH MALABAR GRAMIN BANK, ERUVESSY BRANCH, P O CHEMPERI - 670 632, KANNUR DISTRICT, KERALA, PH:04602 -212397",9400069095,ERUVASSY,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000096,670460108,CHAMPAD,"NORTH MALABAR GRAMIN BANK, CHAMPAD BRANCH, P O CHAMPAD-670694, KANNUR DISTRICT, KERALA, PH: 0490- 2311010",9400069096,KADIRUR,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000097,670460832,MOKERI,"NORTH MALABAR GRAMIN BANK, MOKERI BRANCH, P O MOKERI- 670 692, KANNUR DISTRICT, KERALA, PH: 0490-311940",9400069097,MOKERI,CANNUR,KERALA
