BANKNAME,IFSC,MICR_CODE,BRANCH,ADDRESS,CONTACT1,CENTRE,DISTRICT,STATE
"NORTH MALABAR GRAMIN BANK",NMGB0000098,670460833,TRIKADARIPOIL,"NORTH MALABAR GRAMIN BANK, TRIKADARIPOIL BRANCH, P O THOLAMBRA- 670 673, KANNUR DISTRICT, KERALA, PH: 0490- 2400530",9400069098,PERAVOOR,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000099,670460015,VELLACHAL,"NORTH MALABAR GRAMIN BANK, VELLACHAL BRANCH, P O MAKRERI- 670 622, KANNUR DISTRICT, KERALA, PH: 0490-282328",9400069099,PERALASSERRY,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000100,671460816,BANDIYODU,"NORTH MALABAR GRAMIN BANK, BANDIYODU BRANCH, P O MANGALPADY -671 324, KASARAGOD DISTRICT, KERALA , PH: 04998 -240984",9400069100,UPPALA,KASARAGOD,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000101,670460005,"THAZHE CHOVVA","NORTH MALABAR GRAMIN BANK, THAZHE CHOVVA BRANCH, P O CHOVVA - 670 006, KANNUR DISTRICT, KERALA, PH: 0497-2727905",9400069101,CHOVVA,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000102,670460109,EDAKKAD,"NORTH MALABAR GRAMIN BANK, EDAKKAD BRANCH, P O EDAKKAD- 670 663, KANNUR DISTRICT, KERALA, PH: 0497-2832921",9400069102,EDAKKAD,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000103,670460006,PALLIKUNNU,"NORTH MALABAR GRAMIN BANK, PALLIKKUNNU BRANCH, P O PALLIKKUNNU- 670 004, KANNUR DISTRICT, KERALA, PH: 0497-2707604",9400069103,PALLIKKUNNU,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000104,671460053,RAMNAGAR,"NORTH MALABAR GRAMIN BANK, RAMNAGAR BRANCH, P O ANANDASHRAM- 671 531, KASARAGOD DISTRICT, KERALA , PH: 04997-203065",9400069104,KANHANGAD,KASARAGOD,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000105,670460002,"KANNUR MAIN","NORTH MALABAR GRAMIN BANK, KANNUR MAIN BRANCH, P O KANNUR- 670 001, P B NO 83, KANNUR DISTRICT, KERALA, PH: 0497-705948",9400069105,CANNUR,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000106,671460817,BELLOOR,"NORTH MALABAR GRAMIN BANK, BELLUR BRANCH, P O KINNINAGAR-671 543, KASARAGOD DISTRICT, KERALA , PH: 04998 - 266120",9400069106,MULIYAR,KASARAGOD,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000107,670460834,UDAYAGIRI,"NORTH MALABAR GRAMIN BANK, UDAYAGIRI BRANCH, P O UDAYAGIRI - 670 571, KANNUR DISTRICT, KERALA, PH: 04602-286380",9400069107,MANAKKADAVU,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000108,670460056,CHORKALA,"NORTH MALABAR GRAMIN BANK, CHORKALA BRANCH, P O KURUMATHUR- 670 142, KANNUR DISTRICT, KERALA, PH: 04602- 224 674",9400069108,KURUMATHUR,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000109,671460818,DELAMPADY,"NORTH MALABAR GRAMIN BANK, DELAMPADY BRANCH, P O PARAPPA-671 543, KASARAGOD DISTRICT, KERALA , PH: 04994- 270 303 ",9400069109,DELAMPADY,KASARAGOD,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000110,671460819,VANINAGAR,"NORTH MALABAR GRAMIN BANK, VANINAGAR BRANCH, PO VANINAGAR, KASARAGOD DIST, KERALA, PIN: 671 552, PH: 04998 - 266110 ",9400069110,KASARAGOD,KASARAGOD,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000111,671460820,VELLARIKUNDU,"NORTH MALABAR GRAMIN BANK, VELLARIKUNDU BRANCH, P O , VELLARIKUNDU- 671 533, KASARAGOD DISTRICT, KERALA, PH: 04997-242270",9400069111,BHEEMANADU,KASARAGOD,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000112,670460162,PERALAM,"NORTH MALABAR GRAMIN BANK, PERALAM BRANCH, P O KOZHUMMAL- 670 522, KANNUR DISTRICT, KERALA, PH: 0498-560469",9400069112,PERALAM,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000113,670460007,PUTHIYATHERU,"NORTH MALABAR GRAMIN BANK, PUTHIYATHERU BRANCH, P O CHIRAKKAL - 670 011, KANNUR DISTRICT, KERALA, PH: 0497-2776264",9400069113,CHIRAKKAL,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000114,670460835,THILLANKERI,"NORTH MALABAR GRAMIN BANK, THILLANKERI BRANCH, P O THILLANKERI- 670 702, KANNUR DISTRICT, KERALA, PH: 0490-2405362",9400069114,THILLENKERI,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000115,671460012,EDANEER,"NORTH MALABAR GRAMIN BANK, EDANEER BRANCH, P O EDANEER- 671 541, KASARAGOD DISTRICT, KERALA , PH: 04994- 280932",9400069115,CHEGALA,KASARAGOD,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000116,671460057,PADNEKAT,"NORTH MALABAR GRAMIN BANK, PADNEKAT BRANCH, P O PADNEKAT- 671 541, KASARAGOD DISTRICT, KERALA , PH: 04997-281370",9400069116,NILESHWAR,KASARAGOD,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000117,671460013,KUMBALA,"NORTH MALABAR GRAMIN BANK, KUMBALA BRANCH, P O KUMBALA - 671 321, KASARAGOD DISTRICT, KERALA , PH: 04998-213272",9400069117,KASARAGOD,KASARAGOD,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000118,671460058,NILESWAR,"NORTH MALABAR GRAMIN BANK, NILESHWAR BRANCH, P O NILESHWAR- 671 314, KASARAGOD DISTRICT, KERALA, PH: 04997-280905",9400069118,NILESHWAR,KASARAGOD,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000119,679460821,PERALADKAM,"NORTH MALABAR GRAMIN BANK, PERALADKAM BRANCH, P O KOLATHUR- 671 541, KASARAGOD DISTRICT, KERALA , PH: 04994-210303",9400069119,KOLATHUR,KASARAGOD,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000120,670460836,KOZHICHAL,"NORTH MALABAR GRAMIN BANK, KOZHICHAL BRANCH, P O KOZHICHAL- 670 511, KANNUR DISTRICT, KERALA, PH: 0498-512215 ",9400069120,CHERUPUZHA,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000121,670460057,KOYYAM,"NORTH MALABAR GRAMIN BANK, KOYYAM BRANCH, P O CHENGALAYI- 670 142, KANNUR DISTRICT, KERALA, PH: 04602-231268",9400069121,CHENGALAYI,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000122,670460837,KATTIMOOLA,"NORTH MALABAR GRAMIN BANK, KATTIMOOLA , P O VALAD- 670 644, WAYANAD DISTRICT, KERALA, PH: 04935-266047",9400069122,VALAD,WAYANAD,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000123,670460838,MATTANNUR,"NORTH MALABAR GRAMIN BANK, MATTANNUR BRANCH, P O MATTANNUR- 670 702, KANNUR DISTRICT, KERALA, PH: 0490- 2471815",9400069123,CHAVASSERY,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000124,671460822,HOSANGADI,"NORTH MALABAR GRAMIN BANK, HOSANGADI BRANCH, P O MANJESWAR - 671 323, KASARAGOD DISTRICT, KERALA , PH; 04998- 273050",9400069124,KUNJATHUR,KASARAGOD,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000125,670460839,ULIKKAL,"NORTH MALABAR GRAMIN BANK, ULIKKAL BRANCH, P O ULIKKAL - 670 705, KANNUR DISTRICT, KERALA, PH: 0490-228560 ",9400069125,ULIKKAL,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000126,671460003,VIDYANAGAR,"NORTH MALABAR GRAMIN BANK, VIDYANAGAR BRANCH, POVIDYANAGAR - 671 123, KASARAGOD DT, KERALA, PH: 04994 - 255152",9400069126,KASARAGOD,KASARAGOD,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000129,671460823,UPPALA,"NORTH MALABAR GRAMIN BANK, UPPALA BRANCH, POUPPALA, OPPBUS STAND, UPPALA, KASARAGOD DT, KERALA, PH: 04998 - 241975",9400069129,UPPALA,KASARAGOD,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000130,670460016,PAPPINISSERY,"NORTH MALABAR GRAMIN BANK, PAPPINISSERI BRANCH, POPAPPINISSERY - 670 561, NEAR RAILWAY GATE, KANNUR DT, PH:0497-2787320",9400069130,PAPPINISSERI,CANNUR,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000131,670460163,TRIKARIPUR,"NORTH MALABAR GRAMIN BANK, TRIKKARIPUR BRANCH, POTRIKARIPUR- 671 310, KASARAGOD DT, KERALA, PH: 04997 - 215190",9400069131,"TRIKKARIPPUR NORTH",KASARAGOD,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000132,682460002,"ERNAKULAM MAIN","NORTH MALABAR GRAMIN BANK, ERNAKULAM MAIN, ENSIGN ENCLAVE, M.G.ROAD, ERNAKULAM - 682 011, KERALA, PH: 0484-2375217",9400069132,KOCHI,ERNAKULAM,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000133,686460252,MUVATTUPUZHA,"NORTH MALABAR GRAMIN BANK, MUVATTUPUZHA , ST.PAULS CSI CHURCH COMPLEX, MUVATTUPUZHA- 686 661, KERALA, PH: 0485 - 2836777",9400069133,MUVATTUPUZHA,ERNAKULAM,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000135,686460352,ETTUMANOOR,"NORTH MALABAR GRAMIN BANK, ETTUMANOOR, NADAPURAYIL BUILDINGS, PEROOR JUNCTION, TEMPLE ROAD P.O., ETTUMANOOR - 686 631 , PH: 0481-2530538",9400069135,ETTUMANOOR,KOTTAYAM,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000137,682460003,KALOOR,"NORTH MALABAR GRAMIN BANK, KALOOR, I FLOOR, MATHEWSONS TRADE CENTRE, NEAR TVS SHOW ROOM, KOCHI - 682 017, KERALA, PH: 0484 - 2539192",9400069137,KALOOR,ERNAKULAM,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000139,683460002,ANGAMALI,"NORTH MALABAR GRAMIN BANK, ANGAMALY, KALLOOKKARAN TOWERS, ANGAMALY - 683 572, KERALA, PH: 0484 - 2459610",9400069139,ANGAMALY,ERNAKULAM,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000142,686460502,PAMPADY,"NORTH MALABAR GRAMIN BANK, PAMPADY, VADAKARA BUILDING, K K ROAD, PAMPADY P.O, PIN-686502, KERALA; PH: 0481- 2508966 ",9400069142,PAMPADY,KOTTAYAM,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000143,686460452,KOOTHATUKULAM,"NORTH MALABAR GRAMIN BANK, KOOTHATTUKULAM, PADINJARAYIL BUILDINGS, M C ROAD, KOOTHATTUKULAM, PIN- 686662, KERALA, PH: 0485 - 2253703",9400069143,KOOTHATTUKULAM,ERNAKULAM,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000145,686460102,ERATUPETTA,"NORTH MALABAR GRAMIN BANK, ERATTUPETTA, PULICKAL PALACE, ERATTUPETTA - 686 121, KERALA, PH: 04822 - 277263",9400069145,ERATTUPETTA,KOTTAYAM,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000147,686460202,KOTHAMANGALAM,"NORTH MALABAR GRAMIN BANK, KOTHAMANGALAM, 26/820, MARKS ESTATE, P.O., KOTHAMANGALAM -686 691, KERALA, PH: 0485 - 2823430",9400069147,KOTHAMANGALAM,ERNAKULAM,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000148,682460006,"NORTH PARAVOOR","NORTH MALABAR GRAMIN BANK, NORTH PARAVOOR, RKG BUILDING, KMK JUNCTION, NORTH PARAVOOR - 683 513, KERALA, PH: 0484 - 2441410",9400069148,PARAVUR,ERNAKULAM,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000149,682460009,MULAMTHURUTHY,"NORTH MALABAR GRAMIN BANK, MULAMTHURUTHY BRANCH, BALAL BUILDINGS, MULAMTHURUTHY.P.O-682314, KERALA, PH:0484-2743851",9400069149,MULAMTHURUTHY,ERNAKULAM,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000150,686460732,PIRAVOM,"NORTH MALABAR GRAMIN BANK, PIRAVOM, MATHA COMPLEX, THREE ROAD JUNCTION, PO PIRAVOM, PIN-686664, PH: 0485-2241880 ",9400069150,PIRAVOM,ERNAKULAM,KERALA
"NORTH MALABAR GRAMIN BANK",NMGB0000151,682460005,TRIPUNITHURA,"NORTH MALABAR GRAMIN BANK, TRIPUNITHURA, STATUE JUNCTION, TRIPUNITHURA PO, PIN:682301, PH:0484-2785547",9400069151,TRIPPUNITHURA,ERNAKULAM,KERALA
