BANK,IFSC,MICR,BRANCH,ADDRESS,CONTACT,CITY,DISTRICT,STATE
"SUTEX COOPERATIVE BANK LIMITED",SUTB0248020,395248020,JAHANGIRPURA,"SHOP NO 26-27 , GR.FLOOR , EXIITO COMMERCIAL HUB, JAHANGIRPURA, SURAT - 395005",0,SURAT,SURAT,GUJARAT
"SUTEX COOPERATIVE BANK LIMITED",SUTB0248019,395248019,VESU,"G-1, SHUBH UNIVERSAL, OPP- VIJYALAXMI HALL, VESU, SURAT 395007",0,SURAT,SURAT,GUJARAT
"SUTEX COOPERATIVE BANK LIMITED",SUTB0248018,395248018,"ADAJAN-PAL RAOD","1ST FLOOR, J-9 CENTRE, NEAR STAR BAZAAR, ADAJAN ROAD",0,SURAT,SURAT,GUJARAT
"SUTEX COOPERATIVE BANK LIMITED",SUTB0248017,395248017,"UDHNA MAIN ROAD","SHOP NO 7 BY 8 BY 8 BY 9 UPPER GROUND FLOOR,SHREENATH CHEMEBRS,UDHNA SURAT-394210,GUJARAT (INDIA)",2273323,SURAT,SURAT,GUJARAT
"SUTEX COOPERATIVE BANK LIMITED",SUTB0248016,395248016,"SAHARA DARWAJA","G-101, PARKING FLOOR, NEW TEXTILE MARKET,SAHARA DARWAJA, SURAT-395002,GUJARAT (INDIA).",2343940,SURAT,SURAT,GUJARAT
"SUTEX COOPERATIVE BANK LIMITED",SUTB0248015,395248015,"PANDESARA GIDC","PLOT NO.C-196, KEVAL COMMERCIAL COMPLEX, PANDESARA MAIN RD, SURAT-394221,GUJARAT (INDIA).",2894024,SURAT,SURAT,GUJARAT
"SUTEX COOPERATIVE BANK LIMITED",SUTB0248014,395248014,SALABATPURA,"3/2249-B, PIPARDI SHERI,SALABATPURA,SURAT-395003,GUJARAT (INDIA).",2365608,SURAT,SURAT,GUJARAT
"SUTEX COOPERATIVE BANK LIMITED",SUTB0248013,395248013,"CITY LIGHT","UG1 TO UG7, HIRA PANNA SHOPPING MALL, NR.MAHESHWARY BHAVAN,CITY LIGHT ROAD, SURAT-395007, GUJARAT (INDIA).",2256444,SURAT,SURAT,GUJARAT
"SUTEX COOPERATIVE BANK LIMITED",SUTB0248011,395248011,"PARVAT PATIA","1ST FLR., SURBHI COMPLEX, NR.POONA OCTROI NAKA, PARVAT PATIA, SURAT-394210, GUJARAT (INDIA).",2641495,SURAT,SURAT,GUJARAT
"SUTEX COOPERATIVE BANK LIMITED",SUTB0248010,395248010,"SACHIN GIDC","PLOT NO.1008, SACHIN GIDC,DIST.SURAT-394230,GUJARAT (INDIA).",2397954,SURAT,SURAT,GUJARAT
"SUTEX COOPERATIVE BANK LIMITED",SUTB0248009,395248009,"UDHNA MAGDALLA ROAD","SURAJRAM BACHKANIWALA BHAVAN, GR.FLOOR,UDHNA-MAGDALLA RD., SURAT-395017,GUJARAT (INDIA).",2630519,SURAT,SURAT,GUJARAT
"SUTEX COOPERATIVE BANK LIMITED",SUTB0248008,395248008,ATHWALINES,"ANJAN SALAKHA BLDG., NR.NEW DIST.COURT BLDG., ATHWALINES, SURAT-395001,GUJARAT (INDIA).",2254568,SURAT,SURAT,GUJARAT
"SUTEX COOPERATIVE BANK LIMITED",SUTB0248007,395248007,"VARACHHA ROAD","GR.FLR., SHREYAS DIAMOND CENTRE,VARACHHA ROAD, SURAT-395006,GUJARAT (INDIA).",2541876,SURAT,SURAT,GUJARAT
"SUTEX COOPERATIVE BANK LIMITED",SUTB0248006,395248006,"RANDER ROAD","BESIDE AASHIRWAD SOC., NR.NAVYUG COLLEGE,RANDER ROAD, SURAT-395009,GUJARAT (INDIA).",2781989,SURAT,SURAT,GUJARAT
"SUTEX COOPERATIVE BANK LIMITED",SUTB0248005,395248005,GOPIPURA,"SUBHASH CHOWK, GOPIPURA,SURAT-395003,GUJARAT (INDIA).",2593059,SURAT,SURAT,GUJARAT
"SUTEX COOPERATIVE BANK LIMITED",SUTB0248004,395248004,KATARGAM,"163-B,OLD GIDC, KATARGAM,SURAT-395004, GUJARAT (INDIA).",2407876,SURAT,SURAT,GUJARAT
"SUTEX COOPERATIVE BANK LIMITED",SUTB0248003,395248003,"STATION ROAD","MEGHANI MANSION GR.FLR.,STATION ROAD, SURAT-395003,GUJARAT (INDIA).",2402736,SURAT,SURAT,GUJARAT
"SUTEX COOPERATIVE BANK LIMITED",SUTB0248002,395248002,"SURAT TEXTILE MARKET","2ND FLOOR., BANK BLOCK, SURAT TEXTILE MARKET,RING ROAD, SURAT-395002,GUJARAT (INDIA).",2333948,SURAT,SURAT,GUJARAT
"SUTEX COOPERATIVE BANK LIMITED",SUTB0000001,395248001,RTGS-HO,"2ND FLOOR, SURAJRAM BACHKANIWALA BHAVAN,NR.NAVJIVAN CIRCLE,UDHNA MAGDALLA RD., SURAT-395017,GUJARAT (INDIA)",2632519,SURAT,SURAT,GUJARAT
