BANK,IFSC,MICR,BRANCH,ADDRESS,CONTACT,CITY,DISTRICT,STATE
"APNA SAHAKARI BANK LIMITED",ASBL0000087,NA,CHIPLUN,"SHOP NO 5,6,7,8, TAMHANE CHEMBERS,CHIPALUN",0,CHIPLUN,RATNAGIRI,MAHARASHTRA
"APNA SAHAKARI BANK LIMITED",ASBL0000086,NA,"BORIVALI -EAST","PLOT NO 222-223,RSC-1A,GORAI ROAD,BORIVALI-WEST,MUMBAI 400092",0,MUMBAI,MUMBAI,MAHARASHTRA
"APNA SAHAKARI BANK LIMITED",ASBL0000085,NA,ANDHERI-EAST,"CORPORATE CENTER,G-2,ANDHERI KURAL ROAD,ANDHERI-EAST,MUMBAI-400059",0,MUMBAI,MUMBAI,MAHARASHTRA
"APNA SAHAKARI BANK LIMITED",ASBL0000084,NA,PALGHAR,"SHOP NO 4,5,6 AND A22, SHREE BALAJI COP OP HSG. SOC., PROPERTY NO 1001331, PALGHAR 401404",2525,PALGHAR,PALGHAR,MAHARASHTRA
"APNA SAHAKARI BANK LIMITED",ASBL0000083,NA,"APNA  SAHAKARI  BANK  LTD","C S 1194 1ST FLOOR DHONDIRAJ BULDING CENTRAL JUNCTION PALUS DIST SANGLI 416310",0,PALUS,SANGLI,MAHARASHTRA
"APNA SAHAKARI BANK LIMITED",ASBL0000082,415098002,SATARA,"SERVEY NO 287/1 TO 7/6, PLOT NO 3 SHOP NO. 4/5/6/7 8 AND 9 ADARSH CORNER RADHIKA RD KARANJE SATARA 415001",0,SATARA,SATARA,MAHARASHTRA
"APNA SAHAKARI BANK LIMITED",ASBL0000081,NA,KARAD,"36 A/1 EKOPA BULIDING, MAGALAWAR PETH, KARAD DIST. SATARA 415110",0,KARAD,SATARA,MAHARASHTRA
"APNA SAHAKARI BANK LIMITED",ASBL0000080,NA,ISLAMPUR,"GROUND FLOOR, SHAKUTALA NIWAS KACHERI ROAD, ISLAMPUR DIST SANGLI 415409",0,ISLAMPUR,SANGLI,MAHARASHTRA
"APNA SAHAKARI BANK LIMITED",ASBL0000079,98000,KHED,"SHOP NO 6,7,14 AND 15, GROUNG FLOOR, MUKADAM LANDMARK, BULDING NO 1, SURVEY NO 22 A1, HISSA NO 2A/1/2 KKED RATNAGIRI 415709",0,KHED,RATNAGIRI,MAHARASHTRA
"APNA SAHAKARI BANK LIMITED",ASBL0000078,415098051,RATNAGIRI,"NAVAKR PLAZA, 1 ST FLOOR, A WING, SHOP NO 14,115,116 RATNAGIRI KOLHAPUR HIGHWAY, MARUTI MANDIR CIRCLE RATNAGIRI 415 612",0,RATNAGIRI,RATNAGIRI,MAHARASHTRA
"APNA SAHAKARI BANK LIMITED",ASBL0000077,403098003,MARGAON,"SHOP NO 1,2 AND 3 GROUND FLOOR, LAXMI BUILDING NEW MARKET MARGAON GOA 403601",0,MARGAON,MARGAON,GOA
"APNA SAHAKARI BANK LIMITED",ASBL0000076,411098003,"ERANDWANE PUNE","SHOP NO 4 KLAPNA TARANG, 42/9 MAHARSHI KARVE RD. ERANDWANE PUNE 411004",0,PUNE,PUNE,MAHARASHTRA
"APNA SAHAKARI BANK LIMITED",ASBL0000075,400098056,SHILPHATA,"1/8, HOUSE NO 17 CHOUDHARI HOUSE, KATAI KALYAN SHILPHATA ROAD, DIST. THANE",0,SHILPHATA,THANE,MAHARASHTRA
"APNA SAHAKARI BANK LIMITED",ASBL0000074,400098074,KARJAT,"GR. FLOOR AND FIRST FLOOR, KARJAT MUNCIPAL COUNCIL ADMINISTRATION BUILDING, CTS NO 8A, MOUJE KARJAT DIST RAIGAD 410201",0,KARJAT,RAIGAD,MAHARASHTRA
"APNA SAHAKARI BANK LIMITED",ASBL0000073,400098054,ULWE,"SHOP NO 10,11,12 OM SAI SHRUSHTI BUILDING PLOT NO 31 SECTOR 17 ULWE NAVI MUMBAI 410206",0,ULWE,"NAVI MUMBAI",MAHARASHTRA
"APNA SAHAKARI BANK LIMITED",ASBL0000072,400098053,VANGANI,"PLOT NO 2 SURVEY NO 17B, GUTNO. 126, STATION ROAD, VANGNI EAST DIST THANE 421503",0,VANGANI,THANE,MAHARASHTRA
"APNA SAHAKARI BANK LIMITED",ASBL0000071,400098052,"NERUL NAVI MUMBAI","SHOP NO 11 AND 12, F-2, ASHIRWAD APARTMENT SECTOR NO 3 NERUL EAST NAVI MUMBAI 400706",0,"NEW MUMBAI","NAVI MUMBAI",MAHARASHTRA
"APNA SAHAKARI BANK LIMITED",ASBL0000070,400098051,NALLASOPARA,"SHOP NO 11 TO 16 TUJESHWARI HILL SURVEY NO 40 AMBAVADI RAMBHAU NAGER TULINJ NALLASOPARA EAST DIST PALGHAR",0,NALLASOPARA,PALGHAR,MAHARASHTRA
"APNA SAHAKARI BANK LIMITED",ASBL0000069,400098050,BANDRA,"SHOP NO 1,2 AND 3 MONARCH, GANDHI NAGER VARSHA CHS LTD, GNADHI NAGER BANDRA EAST MUMBAI 400051",0,"GREATER MUMBAI","GEATER MUMBAI",MAHARASHTRA
"APNA SAHAKARI BANK LIMITED",ASBL0000068,400098049,KALACKOWKI,"C.S. NP 770,GROUNG FLOOR, JAIHIND CINEMA DR. AMBEDAKR RD., KALACKOWKI MUMBAI 400033",0,MUMBAI,"GRATER MUMBAI",MAHARASHTRA
"APNA SAHAKARI BANK LIMITED",ASBL0000067,400098048,ULHASNAGER,"SHOP NO 1/2/3, GR. FLOOR., PREM YESH, BRK NO 802/1 LINK ROAD ULHASNAGER",0,ULHASNAGER,THANE,MAHARASHTRA
"APNA SAHAKARI BANK LIMITED",ASBL0000066,400098047,AIROLI,"SHOP NO 1 AND 2, RIDHI SIDHI HEIGHT CHS, SECTOR 19 AIROLI NAVI MUMBAI",0,"NAVI MUMBAI","NAVI MUMBAI",MAHARASHTRA
"APNA SAHAKARI BANK LIMITED",ASBL0000065,400098046,KOPERKHAIRANE,"SHOP NO 1 TO 4, SHREE SIDHIVINAYAK TOWER, SECTOR 5 KOERKHAIRANE NAVI MUMBAI",0,"NAVI MUMBAI","NAVI MUMBAI",MAHARASHTRA
