BANK,IFSC,MICR,BRANCH,ADDRESS,CONTACT,CITY,DISTRICT,STATE
"TJSB SAHAKARI BANK LTD",TJSB0000112,395109003,"RTM SURAT","SHOP NO.4,SHRI RAGHUNANDAN TEXTILE MARKET,RING ROAD,SURAT,GUJRAT 395002",0,SURAT,SURAT,GUJARAT
"TJSB SAHAKARI BANK LTD",TJSB0000111,360109002,RAJKOT,"SHOP NO.4,5,6,BUSINESS BAY,ROYAL PARK,STREET NO.6,KALAWAD ROAD,RAJKOT,GUJARAT 360001",0,RAJKOT,RAJKOT,GUJARAT
"TJSB SAHAKARI BANK LTD",TJSB0000109,580109002,HUBLI,"GROUND FLOOR,TIRUMALA TRADE CENTRE,NEELIGIN ROAD,TRAFFIC ISLAND,HUBLI 580029",0,"HUBLI DHARWAD",DHARWAD,KARNATAKA
"TJSB SAHAKARI BANK LTD",TJSB0000108,400109045,"ULHASNAGAR 3","GROUND FLOOR,ANAND MAHAL,BLOCK NO.C 32 119,ULHASNAGAR 3,DISTTHANE 421003",2712286,ULHASNAGAR,THANE,MAHARASHTRA
"TJSB SAHAKARI BANK LTD",TJSB0000107,403109005,PANAJI,"001,GROUND FLOOR,NOVA GOA BUILDING,DR.ATMARAM BORKAR ROAD,PANAJI,GOA 403001",2426822,PANAJI,"NORTH GOA",GOA
"TJSB SAHAKARI BANK LTD",TJSB0000106,400109044,"MULUND EAST","SHOP NO.1 4,SAI AMBIKA,OPP.L T ROAD EXTENSION,HANUMAN CHOWK,MULUND EAST,MUMBAI 400081",21636167,MUMBAI,"GREATER BOMBAY",MAHARASHTRA
"TJSB SAHAKARI BANK LTD",TJSB0000105,400109043,SHAHAPUR,"SHOP NO.4 AND 5,LAXMI COMPLEX,GANGA ROAD,SHAHAPUR,DIST THANE,PIN 421601",0,SHAHAPUR,THANE,MAHARASHTRA
"TJSB SAHAKARI BANK LTD",TJSB0000104,400109042,"DOMBIVLI WEST","F BY 1,JAI SHRUTI APTS,M.G.ROAD,NEAR SBI,DOMBIVLI WEST,DIST THANE,PIN 421202",2480840,DOMBIVLI,THANE,MAHARASHTRA
"TJSB SAHAKARI BANK LTD",TJSB0000103,400109041,"LOUISWADI BRANCH","SHOP NO.2,3,4 & 5, RATNA UMED RESIDENCY, PIPELINE ROAD, LOUISWADI, THANE(WEST)-400604",25825616,THANE,THANE,MAHARASHTRA
"TJSB SAHAKARI BANK LTD",TJSB0000101,560109002,"BENGALURU BRANCH","ALOKA MANSION  NO.19, 3RD BLOCK, 10th B MAIN ROAD, JAYANAGAR, BENGLURU-560011",22450017,BANGALORE,"BANGALORE URBAN",KARNATAKA
"TJSB SAHAKARI BANK LTD",TJSB0000100,380109002,"AHEMDABAD BRANCH","SHOP NO.4 & 5, GROUND FLOOR, OPP. BANK OF BARODA, NEAR CENTRAL MALL, AHEMDABAD-380015",26467120,AHMEDABAD,AHMADABAD,GUJARAT
"TJSB SAHAKARI BANK LTD",TJSB0000099,390109002,"VADODARA BRANCH","GROUND FLOOR, RIYA PLEX, 80 URMI SOCIETY, BPC ROAD, VADODARA-390007",2353502,VADODARA,VADODARA,GUJARAT
"TJSB SAHAKARI BANK LTD",TJSB0000098,395109002,"SURAT BRANCH","G-1/A, ITC BUILDING, MAJURA GATE CROSSING, RING ROAD, SURAT-395002",2460172,SURAT,SURAT,GUJARAT
"TJSB SAHAKARI BANK LTD",TJSB0000097,413109002,"SOLAPUR BRANCH","165, GROUND FLOOR, GANESH CHAMBERS, RAILWAY LINES, SAT RASTA, SOLAPUR-413001",2315631,SOLAPUR,SOLAPUR,MAHARASHTRA
"TJSB SAHAKARI BANK LTD",TJSB0000096,444109002,"AKOLA BRANCH","NAZUL PLOT NO.9, STREET NO.66, LRT COLLEGE ROAD,RATANLAL PLOT, AKOLA, PIN-444001",2450736,AKOLA,AKOLA,MAHARASHTRA
"TJSB SAHAKARI BANK LTD",TJSB0000095,402109052,"PEN BRANCH","SHOP NO.31,32,3 & 06, GROUND FLOOR, RAIGAD BAZAR BUILDING, DHARAMTAR ROAD, DIST.RAIGAD, PEN-402107",254043,PEN,RAIGAD,MAHARASHTRA
"TJSB SAHAKARI BANK LTD",TJSB0000094,422109007,"MAHATMANAGAR-NASHIK BRANCH","SHOP NO.1, GAYATRI APT., NEAR ABB CIRCLE, OPP..KESRI TOURS & TRAVELS, MAHATMA NAGAR, NASHIK-422007.",2363833,NASHIK,NASIK,MAHARASHTRA
"TJSB SAHAKARI BANK LTD",TJSB0000093,403109003,"MADGAON BRANCH","SHOP NO.7 & 8 PACHECO'S LOTUS CITY CENTRE, BEHIND POLICE STATION, COMBA, MARGAON, GOA-403601",2710179,MARGAO,"SOUTH GOA",GOA
"TJSB SAHAKARI BANK LTD",TJSB0000092,403109004,"PONDA BRANCH","SHOP. NO.29,30,31,32,33,34 & 35 , RAJ KRISHNA TOWER, SHANTI NAGAR, PONDA , GOA-403401.",2311288,PONDA,"NORTH GOA",GOA
"TJSB SAHAKARI BANK LTD",TJSB0000091,400109040,"KUDUS BRANCH","SHOP NO.SF4, SF5, SF8 & SF9, 1ST FLR, UTSAV COMM. COMPLEX, AT KUDUS NAKA, OPP. TALATHI OFFICE, TAL WADA, THANE.",220222,KUDUS,THANE,MAHARASHTRA
"TJSB SAHAKARI BANK LTD",TJSB0000090,401109001,"BOISAR BRANCH","HARMONY PLAZA, SHOP NO.58, 156 TO 158, BOISAR TARAPUR ROAD, BOISAR TARAPUR ROAD, BOISAR-401501",266038,BOISAR,THANE,MAHARASHTRA
"TJSB SAHAKARI BANK LTD",TJSB0000089,400109039,"CHANDIVALI BRANCH","SINHGAD INSTITUTE BUILDING, MHADA COLONY, CHANDIVALI GAON, MUMBAI-400072",88577115,MUMBAI,"GREATER BOMBAY",MAHARASHTRA
"TJSB SAHAKARI BANK LTD",TJSB0000088,400109038,"KHADAKPADA-KALYAN BRANCH","SHOP NO.17 TO 21,SHREE SWAMI PRASAD, BUILDING NO.33,SHELAR PARK,KHADAKPADA CHOWK<KALYAN(W), PIN-421301",2232600,KALYAN,THANE,MAHARASHTRA
"TJSB SAHAKARI BANK LTD",TJSB0000087,416109151,"SANGLI BRANCH","SHOP NO.1,2,3,4 SIDDHIVINAYAK MANDMARK, PUSHPARAJ CHOWK, MIRAJ ROAD, SANGLI-416416",2321323,SANGLI-MIRAJ-KUPWAD,SANGLI,MAHARASHTRA
"TJSB SAHAKARI BANK LTD",TJSB0000086,431109052,"JALNA BRANCH","GALA NO.34 B, NEW MONDHA, BUS STAND ROAD, JALNA-421203",243022,JALNA,JALNA,MAHARASHTRA
"TJSB SAHAKARI BANK LTD",TJSB0000085,415109201,"CHIPLUN BRANCH","SHOP NO.3,4,5,6 SHREE SAI KESHAVRAJ PLAZA, GROUND FLOOR, OPP. SANE GURUJI UDYAN, CHIPLUN KARAD ROAD, CHIPLUN-415605",250811,CHIPLUN,RATNAGIRI,MAHARASHTRA
"TJSB SAHAKARI BANK LTD",TJSB0000084,411109025,"DHANKAWADI BRANCH","ELLORA PALACE 1, BALAJI NAGAR, PUNE SATARA ROAD, DHANKAWADI, PUNE-411043",24370064,DHANKAWADI,PUNE,MAHARASHTRA
"TJSB SAHAKARI BANK LTD",TJSB0000083,400109037,"RABALE BRANCH","P-81, RABALE MIDC, THANE BELAPUR ROAD, RABALE, NAVI MUMBAI-400701",27605578,"NEW BOMBAY",THANE,MAHARASHTRA
"TJSB SAHAKARI BANK LTD",TJSB0000082,440109002,"NAGPUR BRANCH","SHREE RADHE,MAIN(WARDHA ROAD), RAMDAS PETH, ADJACENT TO SHREEE VARDHAN COMPLEX, NAGPUR-440100",2456022,NAGPUR,NAGPUR,MAHARASHTRA
"TJSB SAHAKARI BANK LTD",TJSB0000081,411109024,"SINHGAD ROAD BRANCH","PLOT NO.17A, SHRI SADGURU GRUH RACHANA MARYADIT, SURVEY NO.16/5/1, SINHGAD ROAD, HINGANE KHURD, PUNE-411051",24351655,"HINGNE KHURD",PUNE,MAHARASHTRA
"TJSB SAHAKARI BANK LTD",TJSB0000080,416109002,"KOLHAPUR BRANCH","GROUND FLOOR, JADUBAN PLAZA,SHAHAPURI, KOLHAPUR CITY, KOLHAPUR, PIN-416001",2531219,KOLHAPUR,KOLHAPUR,MAHARASHTRA
"TJSB SAHAKARI BANK LTD",TJSB0000079,413109052,"LATUR BRANCH","MITKARI NIWAS, NANDI STOP, AUSA ROAD, LATUR, PIN-413531",255611,AUSA,LATUR,MAHARASHTRA
"TJSB SAHAKARI BANK LTD",TJSB0000078,400109036,"DADAR BRANCH","4, SAPANA BLDG. GROUND FLOOR, NEAR PORTUGEEZ CHURCH,DADAR (WEST),MUMBAI-400028",24383136,MUMBAI,"GREATER BOMBAY",MAHARASHTRA
"TJSB SAHAKARI BANK LTD",TJSB0000077,431109002,"AURANGABAD BRANCH","SHOP 5/5/28,SAI SQUARE,NEAR USMANPURA BUS STOP,STATION ROAD, KRANTI CHOWK, AURANGABAD-431 005",2344347,AURANGABAD,AURANGABAD,MAHARASHTRA
"TJSB SAHAKARI BANK LTD",TJSB0000076,590109002,"BELGAUM BRANCH","GR.FLOOR, ANANDI SHANKAR HERITAGE, KALI AMBARI, COLLEGE ROAD, BELGAUM, KARNATAKA,PIN-590001",2464145,BELGAUM,BELGAUM,KARNATAKA
"TJSB SAHAKARI BANK LTD",TJSB0000075,400109035,"KASARWADAVALI BRANCH","SHOP NO.1, PARSHWANATH GALAXY, GHODBUNDER ROAD, KASAEWADAVALI,THANE, PIN-400607",25977940,THANE,THANE,MAHARASHTRA
"TJSB SAHAKARI BANK LTD",TJSB0000074,403109002,"MAPUSA BRANCH","SHOP NO.S1 & C1, BLOCK ""A"", CHANDRANATH APTS. CHS LTD.OPP. POLICE STN, MAPUSA, BARDEZ, GOA-403507",2250520,MAPUSA,"NORTH GOA",GOA
"TJSB SAHAKARI BANK LTD",TJSB0000073,400109034,"PATLIPADA BRANCH","E/4, RUTU TOWERS, OPP. COMMISSIONER BUNGLOW, PATLIPADA, GHODBUNDER ROAD, THANE(W), PIN: 400607",25861497,THANE,THANE,MAHARASHTRA
"TJSB SAHAKARI BANK LTD",TJSB0000072,400109033,"VASHI SECTOR 12 BRANCH","SHOP NO.8, MAHAVIR RATAN, SECTOR NO.12, VASHI, NAVI MUMBAI-400703",27889021,"NEW BOMBAY",THANE,MAHARASHTRA
"TJSB SAHAKARI BANK LTD",TJSB0000071,400109032,"ANDHERI(EAST) BRANCH","AJAY MITTAL INDUSTRIAL PREMISES CO.OP. SOC. LTD, C T S NO. 1637, VILLAGE MAROL,ANDHERI-KURLA ROAD ANDHERI(E), MUMBAI-400059",28590136,MUMBAI,"GREATER BOMBAY",MAHARASHTRA
"TJSB SAHAKARI BANK LTD",TJSB0000070,422109006,"RAVIVAR KARANJA BRANCH","YEOLA HOUSE,RAVIVAR KARANJA NASHIK 422001.",2310521,NASHIK,NASIK,MAHARASHTRA
"TJSB SAHAKARI BANK LTD",TJSB0000059,400109031,"BADLAPUR BRANCH","SAVITA NIWAS, BAZAR PETH ROAD, KULGAON, BADLAPUR(W), THANE-421503",2672121,KALYAN,THANE,MAHARASHTRA
"TJSB SAHAKARI BANK LTD",TJSB0000058,400109030,"KALYAN BRANCH","SHREYA PALACE, SHOP NO.4 TO 7, SANTOSHI MATA MANDIR ROAD, KALYAN(W), PIN-421301",2204345,KALYAN,THANE,MAHARASHTRA
"TJSB SAHAKARI BANK LTD",TJSB0000057,411109023,"KOTHRUD BRANCH","B-JUNCTION, BEHIND KARVE STATUE, KOTHRUD PUNE- 411039",25397020,PUNE,PUNE,MAHARASHTRA
"TJSB SAHAKARI BANK LTD",TJSB0000056,411109022,"WANAWADI BRANCH","SHOP NO.9, S.NO.11, A-WING, KENT EXCLUSIVE, SHIVAKAR ROAD, WANAWADI, PUNE-411 040",26861262,HADAPSAR,PUNE,MAHARASHTRA
"TJSB SAHAKARI BANK LTD",TJSB0000055,415109002,"SATARA BRANCH","1&2, LAHOTI COMPLEX, KARANJE, RADHIKA ROAD, SATARA-415001",230153,SATARA,SATARA,MAHARASHTRA
"TJSB SAHAKARI BANK LTD",TJSB0000054,400109029,"MIRA ROAD BRANCH","OSTWAL ORBIT, VILLAGE NAVGHAR,MIRA-BHAYANDER ROAD,MIRA ROAD (EAST)-401 107",28105663,MIRA-BHAYANDAR,THANE,MAHARASHTRA
"TJSB SAHAKARI BANK LTD",TJSB0000053,400109028,"BHANDUP BRANCH","SHOP NO.1,2 & B3, SHAKTI SHOPPING ARCHADE CHS, LBS MARG, BHANDUP(W), MUMBAI-400078",25965513,MUMBAI,"GREATER BOMBAY",MAHARASHTRA
"TJSB SAHAKARI BANK LTD",TJSB0000052,400109027,"AMBARNATH BRANCH","SIVSADAN, HOUSE NO.681, WARD NO.6, C T S NO.4940,4943, VILLAGE AMBARNATH, SHIVAJI CHOWK, DIST: THANE",2604259,THANE,THANE,MAHARASHTRA
"TJSB SAHAKARI BANK LTD",TJSB0000051,400109026,"CHARKOP BRANCH","SHOP NO.1 TO 6, PLOT NO.135, RDP-7, CHARKOP MITASU CHS, SECTOR 6, CHARKOP, KANDIVALI(W), MUMBAI-400067",28672080,MUMBAI,"GREATER BOMBAY",MAHARASHTRA
"TJSB SAHAKARI BANK LTD",TJSB0000050,422109005,"INDIRA NAGAR BRANCH","1, JP AVENUE, OPP. ATMAVISHWAS CHS, PATHARDI ROAD, INDIRA NAGAR, NASHIK-422009",2323701,NASHIK,NASIK,MAHARASHTRA
"TJSB SAHAKARI BANK LTD",TJSB0000049,400109024,"NEW PANVEL BRANCH","2, GROUND FLOOR, RIDDHI SIDDHI RESIDENCY CHS, SECTOR 3, NEW PANVEL-410206",27467088,PANVEL,RAIGAD,MAHARASHTRA
"TJSB SAHAKARI BANK LTD",TJSB0000048,400109024,"CHEMBUR BRANCH","1, ANIRUDH, BUILDING NO. 27, BHARAT KHAND CO.OP. HOUSING SOCIETY, TILAK NAGAR, CHEMBUR, MUMBAI-400089",25272735,MUMBAI,"GREATER BOMBAY",MAHARASHTRA
"TJSB SAHAKARI BANK LTD",TJSB0000047,400109023,"BHIWANDI BRANCH","SHOP NO.9,10 &11, GR. FLOOR, JANGID COMPLEX, ANJUR PHATA, KAMATGHAR, BHIWANDI, PIN-421302",262216,BHIWANDI,THANE,MAHARASHTRA
"TJSB SAHAKARI BANK LTD",TJSB0000046,400109022,"POKHARAN ROAD NO.2 BRANCH","SHOP NO.G/8, GROUND FLOOR, EMERALD PLAZA, BLOCK NO.4, HIRANANDANI MEADOWS, CHITALSAR, MANPADA, THANE WEST-400610",21715060,THANE,THANE,MAHARASHTRA
"TJSB SAHAKARI BANK LTD",TJSB0000045,422109004,"AMBAD BRANCH","KESHAR PLAZA, KMATWADE SHIVAR, AMBAD, NASHIK-422010",2374352,NASHIK,NASHIK,MAHARASHTRA
"TJSB SAHAKARI BANK LTD",TJSB0000044,411109015,"SAMBHAJI NAGAR BRANCH","PLOT NO.-G/P-83, ""G"" BLOCK, PIMPRI INDUSTRIAL AREA,VILLAGE AKURDI, OPP. ROTARY CLUB, SAMBHAJI NAGAR, PUNE 411019",27469132,"PIMPRI CHINCHWAD",PUNE,MAHARASHTRA
"TJSB SAHAKARI BANK LTD",TJSB0000042,411109013,"MASULKAR COLONY BRANCH","HB 3, SHOP NO.304, AJMERA HOUSING COMPLEX, PIMPARI, PUNE-411018",27469135,"PIMPRI CHINCHWAD",PUNE,MAHARASHTRA
"TJSB SAHAKARI BANK LTD",TJSB0000040,411109011,"NIGDI BRANCH","SECTOR 27/A, PLOT NO. 449, OPP. ASHOKA BUS STOP, PRADHIKARAN, NIGDI, PUNE- 411 044",27650366,NIGDI,PUNE,MAHARASHTRA
"TJSB SAHAKARI BANK LTD",TJSB0000038,411109009,"THERGAON BRANCH","ATHARVA, CTS 4565, RATNADEEP COLONY, WAKAD ROAD, NEAR DANGE CHOWK, THERGAON, PUNE-411033",27272312,"PIMPRI CHINCHWAD",PUNE,MAHARASHTRA
"TJSB SAHAKARI BANK LTD",TJSB0000037,411109008,"CHAKAN BRANCH","HRISHIKESH CHAMBERS, CHAKAN - TALEGAON ROAD, CHAKAN, TALUKA KHED, PUNE - 410 501",252494,CHAKAN,PUNE,MAHARASHTRA
"TJSB SAHAKARI BANK LTD",TJSB0000036,411109007,"MARKET YARD BRANCH","692 / 693, CHAPALKAR CENTRE, CHAPALKAR COLONY, MARKET YARD ROAD, PUNE-411037",24273626,PUNE,PUNE,MAHARASHTRA
"TJSB SAHAKARI BANK LTD",TJSB0000035,411109006,"PIMPRI BRANCH","PLOT N0. 119, CITY SURVEY NO. 1467, OPP. TO JAIHIND SCHOOL, JAMTANI CHOWK, PIMPRI, PUNE-411017",27451325,"PIMPRI CHINCHWAD",PUNE,MAHARASHTRA
