BANK,IFSC,MICR,BRANCH,ADDRESS,CONTACT,CITY,DISTRICT,STATE
"BHARAT COOPERATIVE BANK MUMBAI LIMITED",BCBM0000101,400112071,"KHAR WEST","GROUND FLOOR, SHOP NO. 5 AND FIRST FLOOR, SHOP NO.6, DHARVESH GRAND, 4TH ROAD, NEAR KHAR STATION ROAD, KHAR (WEST), MUMBAI - 400052",1,MUMBAI,"GREATER MUMBAI",MAHARASHTRA
"BHARAT COOPERATIVE BANK MUMBAI LIMITED",BCBM0000100,400112070,"MATUNGA EAST","SHOP NO. 3 TO 7, JAMNADAS MANSION, LAXMINARAYAN LANE, MATUNGA (EAST), MUMBAI - 400019",1,MUMBAI,"GREATER MUMBAI",MAHARASHTRA
"BHARAT COOPERATIVE BANK MUMBAI LIMITED",BCBM0000099,400112069,"I.C. COLONY BORIVALI WEST","GROUND FLOOR, SHOP NO. 1 AND 2, AMI JHAROKHA, I.C. COLONY ROAD, BORIVALI (WEST), MUMBAI- 400103",1,MUMBAI,"GREATER BOMBAY",MAHARASHTRA
"BHARAT COOPERATIVE BANK MUMBAI LIMITED",BCBM0000098,580112002,HUBBALI,"GROUND FLOOR, SATELLITE COMPLEX, KOPPIKAR ROAD, HUBBALI- 580020",1,HUBBALI,DHARWAD,KARNATAKA
"BHARAT COOPERATIVE BANK MUMBAI LIMITED",BCBM0000097,590112002,BELAGAVI,"GROUND FLOOR, AMAR EMPIRE, NEAR GOAVES CIRCLE, KHANAPUR ROAD, BELAGAVI- 590001",1,BELAGAVI,BELAGAVI,KARNATAKA
"BHARAT COOPERATIVE BANK MUMBAI LIMITED",BCBM0000096,400112068,PALGHAR,"SHOP NO. 24 TO 27, GROUND FLOOR, PUNIT NAGAR, OPP. PHELIA HOSPITAL, TEMBODE ROAD, PALGHAR WEST- 401404",1,PALGHAR,PALGHAR,MAHARASHTRA
"BHARAT COOPERATIVE BANK MUMBAI LIMITED",BCBM0000095,400112067,"SHREE NAGAR MULUND WEST","1ST FLOOR, SHOP NO 104, ARIHANT REALTORS, VAISHALI NAGAR, BR ROAD, SHREE NAGAR, MULUND WEST, MUMBAI- 400080",1,MUMBAI,"GREATER BOMBAY",MAHARASHTRA
"BHARAT COOPERATIVE BANK MUMBAI LIMITED",BCBM0000094,400112066,"MASJID BUNDER","GROUND FLOOR, GADA NIWAS, 222, NARSHI NATHA STREET, BHAT BAZAR, MASJID BUNDER (WEST), MUMBAI- 400009",1,MUMBAI,"GREATER BOMBAY",MAHARASHTRA
"BHARAT COOPERATIVE BANK MUMBAI LIMITED",BCBM0000093,380112001,AHMEDABAD,"GROUND FLOOR NO.1, ABHISHREE ADROIT, JUDGES BUNGALOW ROAD, NEAR MANSI CIRCLE, VASTRAPUR, AHMEDABAD- 380015",61890000,AHMEDABAD,AHMEDABAD,GUJARAT
"BHARAT COOPERATIVE BANK MUMBAI LIMITED",BCBM0000092,400112065,POWAI,"GROUND & FIRST FLOOR, C1/101, DAFFODIL, HIRANANDANI GARDENS, POWAI, MUMBAI- 400076",1,MUMBAI,"GREATER BOMBAY",MAHARASHTRA
"BHARAT COOPERATIVE BANK MUMBAI LIMITED",BCBM0000091,400112064,DIVA,"GROUND FLOOR, SHREE KRISHNA PARK, DIVA-SHILL ROAD, THANE DISTRICT, DIVA EAST- 400612",1,THANE,THANE,MAHARASHTRA
"BHARAT COOPERATIVE BANK MUMBAI LIMITED",BCBM0000090,423112301,SHIRDI,"GROUND FLOOR, HOTEL THE ESHOSANS PALACE, PIMPALWADI ROAD, TALUKA RAHATA, DISTRICT AHMEDNAGAR- 423109",1,AHMEDNAGAR,AHMEDNAGAR,MAHARASHTRA
"BHARAT COOPERATIVE BANK MUMBAI LIMITED",BCBM0000089,400112063,"AKURLI ROAD KANDIVLI EAST","BUNGLOW NO. 2, SHREE MIRA CHS LTD., AKURLI ROAD, KANDIVLI EAST, MUMBAI-400101",1,MUMBAI,"GREATER BOMBAY",MAHARASHTRA
"BHARAT COOPERATIVE BANK MUMBAI LIMITED",BCBM0000088,400112059,BYCULLA,"SHOP NO.3 AND 4, JAI KRUPA CHS LTD, BEHIND RANI BAUG, RAMBHAU BHOGALE MARG, BEHIND RANI BAUG, GHODAPDEV, BYCULLA EAST, MUMBAI- 400033",61890000,MUMBAI,"GREATER BOMBAY",MAHARASHTRA
